record_id,source,author,title,text,url,lang,created_at_utc,collected_at_utc,engagement,sweep_id,sweep_mode,arc,scope,event_name,event_sport,event_date,text_full,dt_ist,hour_ist,date_ist,kind,is_hindi,pred_sentiment,pred_topic,prob_sentiment_Negative,prob_sentiment_Neutral,prob_sentiment_Positive,prob_topic_Account_Security,prob_topic_Community_Discussion,prob_topic_Feature_Feedback,prob_topic_Technical_Issues
bing:a28e72dc87975a6d,bing,,Neeta Dadwe eyes another Asian Games gold with India women,"India’s men’s and women’s kabaddi teams begin their Asian Games campaigns in Aichi-Nagoya on Monday, seeking to defend the gold medals won in Hangzhou. The men face Japan, while the women meet Banglad ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af3061145eb889e6e919d078aac&url=https%3a%2f%2ftelanganatoday.com%2fneeta-dadwe-eyes-another-asian-games-gold-with-india-women&c=1695156205124570464&mkt=en-us,,2026-09-19T22:17:00Z,2026-09-20T17:42:13Z,{},20260920T174008Z,live,live,india,,,,"Neeta Dadwe eyes another Asian Games gold with India women. India’s men’s and women’s kabaddi teams begin their Asian Games campaigns in Aichi-Nagoya on Monday, seeking to defend the gold medals won in Hangzhou. The men face Japan, while the women meet Banglad",2026-09-20 03:47:00+05:30,2026-09-20 03:00:00+05:30,2026-09-20,news,False,Negative,Feature_Feedback,0.4136,0.3305,0.2559,0.0853,0.3517,0.4511,0.1119
bing:072c2329fbce5912,bing,,Kabaddi at Asian Games 2026: Meet the captains of all participating nations – Everything you need to know,"With the 20th edition of the Asian Games fast approaching, this is the right time to know all about the captains who will lead their nations at the competition in just a few weeks' time ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af3061145eb889e6e919d078aac&url=https%3a%2f%2fwww.india.com%2fsports%2fkabaddi%2fkabaddi-at-asian-games-2026-meet-the-captains-of-all-participating-nations-everything-you-need-to-know-8523914%2f&c=16606251680583915148&mkt=en-us,,2026-09-13T13:55:00Z,2026-09-20T17:42:13Z,{},20260920T174008Z,live,retro,india,,,,"Kabaddi at Asian Games 2026: Meet the captains of all participating nations – Everything you need to know. With the 20th edition of the Asian Games fast approaching, this is the right time to know all about the captains who will lead their nations at the competition in just a few weeks' time",2026-09-13 19:25:00+05:30,2026-09-13 19:00:00+05:30,2026-09-13,news,False,Neutral,Community_Discussion,0.1839,0.5781,0.2381,0.0035,0.4994,0.0054,0.4917
bing:5eb709af4e5b5ac5,bing,,From PKL jackpot to India's flag-bearer at Asian Games - Journey of Pawan Sehrawat - the Kabaddi Millionaire,"Regardless of the circumstances or the demanding nature of the sessions, he remained committed to his training and rarely allowed anything to keep him away from practice.",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af3061145eb889e6e919d078aac&url=https%3a%2f%2fwww.moneycontrol.com%2fsports%2ffrom-pkl-jackpot-to-india-s-flag-bearer-at-asian-games-journey-of-pawan-sehrawat-the-kabaddi-millionaire-article-14033860.html&c=7006002167399515826&mkt=en-us,,2026-09-20T08:48:00Z,2026-09-20T17:42:13Z,{},20260920T174008Z,live,live,india,,,,"From PKL jackpot to India's flag-bearer at Asian Games - Journey of Pawan Sehrawat - the Kabaddi Millionaire. Regardless of the circumstances or the demanding nature of the sessions, he remained committed to his training and rarely allowed anything to keep him away from practice",2026-09-20 14:18:00+05:30,2026-09-20 14:00:00+05:30,2026-09-20,news,False,Negative,Community_Discussion,0.465,0.3434,0.1916,0.0022,0.8751,0.1198,0.003
bing:f377fb822c1e5a5e,bing,,Tajinderpal Singh Toor Replaced: Pawan Sehrawat to Carry India’s Flag at Asian Games Opening Ceremony,"In a big update, Kabaddi player Pawan Sehrawat is set to be India's flag-bearer for the Asian Games opening ceremony. He will be replacing shot-putter Tajinderpal Singh Toor.",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af3061145eb889e6e919d078aac&url=https%3a%2f%2fwww.yardbarker.com%2fboxing%2farticles%2ftajinderpal_singh_toor_replaced_pawan_sehrawat_to_carry_indias_flag_at_asian_games_opening_ceremony%2fs1_17771_44321669&c=4708544366018225542&mkt=en-us,,2026-09-18T08:09:00Z,2026-09-20T17:42:13Z,{},20260920T174008Z,live,retro,india,,,,"Tajinderpal Singh Toor Replaced: Pawan Sehrawat to Carry India’s Flag at Asian Games Opening Ceremony. In a big update, Kabaddi player Pawan Sehrawat is set to be India's flag-bearer for the Asian Games opening ceremony. He will be replacing shot-putter Tajinderpal Singh Toor",2026-09-18 13:39:00+05:30,2026-09-18 13:00:00+05:30,2026-09-18,news,False,Neutral,Technical_Issues,0.3383,0.4828,0.1789,0.0016,0.1233,0.0415,0.8336
bing:4501147b9939505f,bing,,"Asian Games 2026 LIVE: India opens medal account in hockey, shooting and cricket","The next 15 days will see around 11,000 athletes from 45 nations competing in 43 sports, 71 sub-events, and a total of 469 gold medals. Competitions for basketball, football, cric ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af3061145eb889e6e919d078aac&url=https%3a%2f%2fwww.thehindu.com%2fsport%2fasian-games-2026-live-updates-on-september-20-2026%2farticle71485811.ece&c=176579811193267401&mkt=en-us,,2026-09-20T10:13:00Z,2026-09-20T17:42:13Z,{},20260920T174008Z,live,live,india,,,,"Asian Games 2026 LIVE: India opens medal account in hockey, shooting and cricket. The next 15 days will see around 11,000 athletes from 45 nations competing in 43 sports, 71 sub-events, and a total of 469 gold medals. Competitions for basketball, football, cric",2026-09-20 15:43:00+05:30,2026-09-20 15:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.1589,0.5603,0.2808,0.4366,0.4599,0.0258,0.0776
bing:ec9d1089f862588a,bing,,"India at Asian Games 2026: Full schedule of medal events and fixtures on September 21, Monday","Here are the events (and timings in IST) for India's key athletes and teams on September 21, 2026 at the Asian Games 2026.",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af3061145eb889e6e919d078aac&url=https%3a%2f%2fwww.msn.com%2fen-us%2fnews%2fother%2findia-at-asian-games-2026-full-schedule-of-medal-events-and-fixtures-on-september-21-monday%2far-AA2cC8Cv&c=8370116080558593197&mkt=en-us,,2026-09-20T06:00:00Z,2026-09-20T17:42:13Z,{},20260920T174008Z,live,live,india,,,,"India at Asian Games 2026: Full schedule of medal events and fixtures on September 21, Monday. Here are the events (and timings in IST) for India's key athletes and teams on September 21, 2026 at the Asian Games 2026",2026-09-20 11:30:00+05:30,2026-09-20 11:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.1872,0.5927,0.2201,0.0013,0.9269,0.0634,0.0084
bing:ed346c31848f5e55,bing,,"India's Schedule At Asian Games 2026 September 21: Full List Of Events, Timing, Medal Action","On the second day of action in the 2026 Asian Games (Monday, September 20), there will be Indian involvement in 45 events (14 medal events) across 11 sports.",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af3061145eb889e6e919d078aac&url=https%3a%2f%2fwww.msn.com%2fen-in%2fnews%2fother%2findias-schedule-at-asian-games-2026-september-21-full-list-of-events-timing-medal-action%2far-AA2cCp5j&c=1590936620790535636&mkt=en-us,,2026-09-20T08:34:50Z,2026-09-20T17:42:13Z,{},20260920T174008Z,live,live,india,,,,"India's Schedule At Asian Games 2026 September 21: Full List Of Events, Timing, Medal Action. On the second day of action in the 2026 Asian Games (Monday, September 20), there will be Indian involvement in 45 events (14 medal events) across 11 sports",2026-09-20 14:04:50+05:30,2026-09-20 14:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.168,0.6216,0.2104,0.0009,0.9689,0.0255,0.0047
bing:a4281b8888075b25,bing,,"Asian Games 2026 badminton result: PV Sindhu, Unnati Hooda, Tanvi Sharma fire India into quarter-finals with 3-0 win over Kazakhstan","India, Sept. 20 -- India's women's badminton team made a smooth start to their Asian Games 2026 campaign, defeating Kazakhstan 3-0 in the Round of 16 at the Ichinomiya City Municipal Gymnasium on ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af57438449688c2f187e11d00eb&url=https%3a%2f%2fwww.msn.com%2fen-in%2fgeneral%2fgeneral%2fasian-games-2026-badminton-result-pv-sindhu-unnati-hooda-tanvi-sharma-fire-india-into-quarter-finals-with-3-0-win-over-kazakhstan%2far-AA2cBFkA&c=5130682227619699903&mkt=en-us,,2026-09-20T08:18:00Z,2026-09-20T17:42:15Z,{},20260920T174008Z,live,live,india,,,,"Asian Games 2026 badminton result: PV Sindhu, Unnati Hooda, Tanvi Sharma fire India into quarter-finals with 3-0 win over Kazakhstan. India, Sept. 20 -- India's women's badminton team made a smooth start to their Asian Games 2026 campaign, defeating Kazakhstan 3-0 in the Round of 16 at the Ichinomiya City Municipal Gymnasium on",2026-09-20 13:48:00+05:30,2026-09-20 13:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.2719,0.5065,0.2217,0.0013,0.9292,0.0566,0.013
bing:d43411ce90425e20,bing,,"Asian Games badminton: PV Sindhu stars as India hammer Kazakhstan, reach quarters","PV Sindhu, Unnati Hooda and Tanvi Sharma won their singles rubbers as India beat Kazakhstan 3-0 in the Asian Games women's team round of 16. The result sends India into a tougher quarter-final against ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af57438449688c2f187e11d00eb&url=https%3a%2f%2fwww.msn.com%2fen-in%2fnews%2fother%2fasian-games-badminton-pv-sindhu-stars-as-india-hammer-kazakhstan-reach-quarters%2far-AA2cAFbc&c=16369483159180329871&mkt=en-us,,2026-09-20T01:04:46Z,2026-09-20T17:42:15Z,{},20260920T174008Z,live,live,india,,,,"Asian Games badminton: PV Sindhu stars as India hammer Kazakhstan, reach quarters. PV Sindhu, Unnati Hooda and Tanvi Sharma won their singles rubbers as India beat Kazakhstan 3-0 in the Asian Games women's team round of 16. The result sends India into a tougher quarter-final against",2026-09-20 06:34:46+05:30,2026-09-20 06:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.3064,0.4993,0.1943,0.0027,0.9302,0.03,0.037
bing:0d14d2d14489575e,bing,,"Asian Games 2026: Indian women’s badminton team beats Kazakhstan, sets up quarterfinal clash with Japan","Indian women’s badminton team defeats Kazakhstan 3-0, advancing to face Japan in the quarterfinals at Asian Games 2026.",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af57438449688c2f187e11d00eb&url=https%3a%2f%2fsportstar.thehindu.com%2fasian-games%2fnews%2findia-beats-kazakhstan-badminton-women-team-round-of-16-asian-games-scores-results%2farticle71487332.ece&c=10937509357346326523&mkt=en-us,,2026-09-20T00:28:00Z,2026-09-20T17:42:15Z,{},20260920T174008Z,live,live,india,,,,"Asian Games 2026: Indian women’s badminton team beats Kazakhstan, sets up quarterfinal clash with Japan. Indian women’s badminton team defeats Kazakhstan 3-0, advancing to face Japan in the quarterfinals at Asian Games 2026",2026-09-20 05:58:00+05:30,2026-09-20 05:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.2409,0.5824,0.1767,0.0036,0.9116,0.0569,0.0279
bing:9f38d04eb27753f3,bing,,"Asian Games Badminton: India sweep Kazakhstan, set up Japan quarters","India's women's badminton team, led by PV Sindhu, secured a dominant 3-0 victory over Kazakhstan at the Aichi-Nagoya Asian Games. This win propels them into a challenging quarterfinal match against ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af57438449688c2f187e11d00eb&url=https%3a%2f%2fwww.rediff.com%2fsports%2freport%2findia-womens-badminton-beats-kazakhstan-faces-japan-in-quarterfinals%2f20260920.htm&c=17042699773533044923&mkt=en-us,,2026-09-20T02:48:00Z,2026-09-20T17:42:15Z,{},20260920T174008Z,live,live,india,,,,"Asian Games Badminton: India sweep Kazakhstan, set up Japan quarters. India's women's badminton team, led by PV Sindhu, secured a dominant 3-0 victory over Kazakhstan at the Aichi-Nagoya Asian Games. This win propels them into a challenging quarterfinal match against",2026-09-20 08:18:00+05:30,2026-09-20 08:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.2897,0.4217,0.2886,0.0034,0.9014,0.0885,0.0067
bing:b8d04c18b53a57fc,bing,,"Asian Games 2026: India beat Kazakhstan 3-0, enter Women’s badminton quarterfinals","India defeated Kazakhstan 3-0 in the women’s badminton team Round of 16 to advance to the quarterfinals at the Asian Games 2026. PV Sindhu, Unnati Hooda and Tanvi Sharma won their respective singles ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af57438449688c2f187e11d00eb&url=https%3a%2f%2fwww.msn.com%2fen-in%2fnews%2fother%2fasian-games-2026-india-beat-kazakhstan-3-0-enter-women-s-badminton-quarterfinals%2far-AA2cBc3y&c=8732063639907150165&mkt=en-us,,2026-09-20T02:23:44Z,2026-09-20T17:42:15Z,{},20260920T174008Z,live,live,india,,,,"Asian Games 2026: India beat Kazakhstan 3-0, enter Women’s badminton quarterfinals. India defeated Kazakhstan 3-0 in the women’s badminton team Round of 16 to advance to the quarterfinals at the Asian Games 2026. PV Sindhu, Unnati Hooda and Tanvi Sharma won their respective singles",2026-09-20 07:53:44+05:30,2026-09-20 07:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.308,0.4635,0.2285,0.0028,0.9464,0.0351,0.0158
bing:b79757ec1b175013,bing,,India sweep past Kazakhstan 3-0 to set up Asian Games badminton quarter-final against Japan,"India’s women’s badminton team swept Kazakhstan 3-0 in the Round of 16 at the Asian Games 2026, with PV Sindhu, Unnati Hooda and Tanvi Sharma winning their matches in straight games. India will face ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af57438449688c2f187e11d00eb&url=https%3a%2f%2fwww.msn.com%2fen-in%2fsports%2fother%2findia-sweep-past-kazakhstan-3-0-to-set-up-asian-games-badminton-quarter-final-against-japan%2far-AA2cBoSn&c=14338797288010801296&mkt=en-us,,2026-09-20T02:07:00Z,2026-09-20T17:42:15Z,{},20260920T174008Z,live,live,india,,,,"India sweep past Kazakhstan 3-0 to set up Asian Games badminton quarter-final against Japan. India’s women’s badminton team swept Kazakhstan 3-0 in the Round of 16 at the Asian Games 2026, with PV Sindhu, Unnati Hooda and Tanvi Sharma winning their matches in straight games. India will face",2026-09-20 07:37:00+05:30,2026-09-20 07:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.2148,0.5698,0.2154,0.0032,0.9434,0.0299,0.0235
bing:3f37268c70645c5f,bing,,"India blank Kazakhstan, set up quarterfinal against Japan in women’s badminton","Nagoya, Sep 20 (PTI) India cruised past a lowly-ranked Kazakhstan 3-0 in the women’s team event at the Aichi-Nagoya Asian Games here on Sunday, setting up a challenging quarterfinal against hosts Japa ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af57438449688c2f187e11d00eb&url=https%3a%2f%2fwww.msn.com%2fen-in%2fnews%2fother%2findia-blank-kazakhstan-set-up-quarterfinal-against-japan-in-women-s-badminton%2far-AA2cB2ty&c=14035283166717600547&mkt=en-us,,2026-09-20T07:48:45Z,2026-09-20T17:42:15Z,{},20260920T174008Z,live,live,india,,,,"India blank Kazakhstan, set up quarterfinal against Japan in women’s badminton. Nagoya, Sep 20 (PTI) India cruised past a lowly-ranked Kazakhstan 3-0 in the women’s team event at the Aichi-Nagoya Asian Games here on Sunday, setting up a challenging quarterfinal against hosts Japa",2026-09-20 13:18:45+05:30,2026-09-20 13:00:00+05:30,2026-09-20,news,False,Neutral,Feature_Feedback,0.2592,0.5335,0.2073,0.0093,0.2797,0.687,0.0239
bing:86c071ec3a3056dc,bing,,"Asian Games: India, Malaysia Reach Women's Team Badminton Quarterfinals","India's PV Sindhu cruised to victory as India swept Kazakhstan 3-0 to reach the women's team badminton quarterfinals at the Asian Games on Sunday, while Malaysia advanced after beating Hong Kong, ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af57438449688c2f187e11d00eb&url=https%3a%2f%2fwww.bernama.com%2fen%2fworld%2fnews.php%3fid%3d2609539&c=12096811356082378199&mkt=en-us,,2026-09-19T21:23:00Z,2026-09-20T17:42:15Z,{},20260920T174008Z,live,live,india,,,,"Asian Games: India, Malaysia Reach Women's Team Badminton Quarterfinals. India's PV Sindhu cruised to victory as India swept Kazakhstan 3-0 to reach the women's team badminton quarterfinals at the Asian Games on Sunday, while Malaysia advanced after beating Hong Kong,",2026-09-20 02:53:00+05:30,2026-09-20 02:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.3247,0.4597,0.2157,0.003,0.7556,0.2304,0.0109
bing:2859bd0fb79e5813,bing,,"Asian Games, women's badminton: India beat Kazakhstan, reach quarter-finals","The Indian women's badminton team secured a decisive 3-0 victory over Kazakhstan, advancing to face host Japan in the quarterfinals at the Aichi-Nagoya Asian Games 2026.",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af57438449688c2f187e11d00eb&url=https%3a%2f%2fwww.newsbytesapp.com%2fnews%2fsports%2fasian-games-2026-women-s-badminton-india-reach-quarter-finals%2fstory&c=5191882505624597377&mkt=en-us,,2026-09-20T07:54:00Z,2026-09-20T17:42:15Z,{},20260920T174008Z,live,live,india,,,,"Asian Games, women's badminton: India beat Kazakhstan, reach quarter-finals. The Indian women's badminton team secured a decisive 3-0 victory over Kazakhstan, advancing to face host Japan in the quarterfinals at the Aichi-Nagoya Asian Games 2026",2026-09-20 13:24:00+05:30,2026-09-20 13:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.279,0.5048,0.2161,0.0022,0.9171,0.0664,0.0144
bing:4e9598c05ffe56ba,bing,,Asian Games Badminton: PV Sindhu Stars as India Crush Kazakhstan to Reach Quarters,"India’s women’s badminton team, led by PV Sindhu, crushed Kazakhstan 3‑0 to reach Asian Games quarter‑finals; Japan next.",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af57438449688c2f187e11d00eb&url=https%3a%2f%2fpragativadi.com%2fasian-games-badminton-pv-sindhu-stars-as-india-crush-kazakhstan-to-reach-quarters%2f&c=12393386883129321294&mkt=en-us,,2026-09-20T03:49:00Z,2026-09-20T17:42:15Z,{},20260920T174008Z,live,live,india,,,,"Asian Games Badminton: PV Sindhu Stars as India Crush Kazakhstan to Reach Quarters. India’s women’s badminton team, led by PV Sindhu, crushed Kazakhstan 3‑0 to reach Asian Games quarter‑finals; Japan next",2026-09-20 09:19:00+05:30,2026-09-20 09:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.3097,0.5118,0.1785,0.0029,0.9071,0.0246,0.0654
bing:5a89f34448ac52de,bing,,Asian Games 2026: India women's badminton team beats Kazakhstan 3-0,"The Indian women's badminton team began their Asian Games 2026 campaign with a resounding 3-0 win against Kazakhstan, securing a spot in the quarterfinals. PV Sindhu, Unnati Hooda, and Tanvi Sharma ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af57438449688c2f187e11d00eb&url=https%3a%2f%2fnewsable.asianetnews.com%2fsports%2fasian-games-2026-india-women-s-badminton-team-beats-kazakhstan-3-0-articleshow-gzn6cwu&c=12794815116096349551&mkt=en-us,,2026-09-20T01:31:00Z,2026-09-20T17:42:15Z,{},20260920T174008Z,live,live,india,,,,"Asian Games 2026: India women's badminton team beats Kazakhstan 3-0. The Indian women's badminton team began their Asian Games 2026 campaign with a resounding 3-0 win against Kazakhstan, securing a spot in the quarterfinals. PV Sindhu, Unnati Hooda, and Tanvi Sharma",2026-09-20 07:01:00+05:30,2026-09-20 07:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.2818,0.5076,0.2106,0.0019,0.9709,0.0199,0.0073
bing:03c31ece5dcb57c7,bing,,'Trophy chor' Mohsin Naqvi won't return 2 Asia Cup trophies despite BCCI secretary's reassurance: Report,"The Asia Cup trophy standoff between the Board of Control for Cricket in India (BCCI) and Asian Cricket Council (ACC) chairman Mohsin Naqvi remains unresolved, with the two pieces of silverware won by ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af75d7148f89aade37141287795&url=https%3a%2f%2fwww.msn.com%2fen-in%2fnews%2fother%2ftrophy-chor-mohsin-naqvi-wont-return-2-asia-cup-trophies-despite-bcci-secretarys-reassurance-report%2far-AA2cBl9u&c=15668502604150362474&mkt=en-us,,2026-09-19T23:30:00Z,2026-09-20T17:42:16Z,{},20260920T174008Z,live,live,india,,,,"'Trophy chor' Mohsin Naqvi won't return 2 Asia Cup trophies despite BCCI secretary's reassurance: Report. The Asia Cup trophy standoff between the Board of Control for Cricket in India (BCCI) and Asian Cricket Council (ACC) chairman Mohsin Naqvi remains unresolved, with the two pieces of silverware won by",2026-09-20 05:00:00+05:30,2026-09-20 05:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.3657,0.4605,0.1738,0.0018,0.9299,0.0231,0.0452
bing:06208996c70259ab,bing,,Who will present medals at Asian Games cricket? Spotlight on ACC president Mohsin Naqvi after India’s Asia Cup trophy standoff,"After the standoff between India and ACC president Mohsin Naqvi at the Asia Cup, the spotlight could return if the Indian teams win the gold medal at the Asian Games 2026.",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af75d7148f89aade37141287795&url=https%3a%2f%2fsports.yahoo.com%2farticles%2fpresent-medals-asian-games-cricket-072441322.html&c=12689505771865171559&mkt=en-us,,2026-09-19T20:38:00Z,2026-09-20T17:42:16Z,{},20260920T174008Z,live,live,india,,,,"Who will present medals at Asian Games cricket? Spotlight on ACC president Mohsin Naqvi after India’s Asia Cup trophy standoff. After the standoff between India and ACC president Mohsin Naqvi at the Asia Cup, the spotlight could return if the Indian teams win the gold medal at the Asian Games 2026",2026-09-20 02:08:00+05:30,2026-09-20 02:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.3076,0.4554,0.237,0.006,0.966,0.0198,0.0082
bing:fefa74c7f4b15948,bing,,Mohsin Naqvi meets Devajit Saikia after Asia Cup final as India skip trophy ceremony,"India women snub trophy ceremony, Saikia says meeting Naqvi was 'normal tradition' ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af75d7148f89aade37141287795&url=https%3a%2f%2fwww.msn.com%2fen-in%2fnews%2fother%2fmohsin-naqvi-meets-devajit-saikia-after-asia-cup-final-as-india-skip-trophy-ceremony%2far-AA2c9FBF&c=13449491120689998483&mkt=en-us,,2026-09-14T02:40:00Z,2026-09-20T17:42:16Z,{},20260920T174008Z,live,retro,india,,,,"Mohsin Naqvi meets Devajit Saikia after Asia Cup final as India skip trophy ceremony. India women snub trophy ceremony, Saikia says meeting Naqvi was 'normal tradition'",2026-09-14 08:10:00+05:30,2026-09-14 08:00:00+05:30,2026-09-14,news,False,Neutral,Community_Discussion,0.3292,0.5404,0.1304,0.0023,0.9856,0.0112,0.0009
bing:6d5fb1b70342512c,bing,,"BCCI’s strong statement amid Asia Cup trophy row, trouble brewing for Mohsin Naqvi?","Asia Cup Trophy Row: BCCI secretary Devajit Saikia has given a fresh update on the Asia Cup trophy controversy, saying he is confident that both trophies won by India’s men’s and women’s teams will ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af75d7148f89aade37141287795&url=https%3a%2f%2fwww.msn.com%2fen-in%2fnews%2fother%2fbcci-s-strong-statement-amid-asia-cup-trophy-row-trouble-brewing-for-mohsin-naqvi%2far-AA2cxDYw&c=13168480990659804413&mkt=en-us,,2026-09-18T18:12:54Z,2026-09-20T17:42:16Z,{},20260920T174008Z,live,retro,india,,,,"BCCI’s strong statement amid Asia Cup trophy row, trouble brewing for Mohsin Naqvi?. Asia Cup Trophy Row: BCCI secretary Devajit Saikia has given a fresh update on the Asia Cup trophy controversy, saying he is confident that both trophies won by India’s men’s and women’s teams will",2026-09-18 23:42:54+05:30,2026-09-18 23:00:00+05:30,2026-09-18,news,False,Neutral,Technical_Issues,0.3895,0.4332,0.1773,0.0044,0.0726,0.0112,0.9118
bing:d5d15a27328a5359,bing,,Will Asia Cup trophy fiasco repeat at 2026 Asian Games? Latest update on Mohsin Naqvi,"Will the Asia Cup drama stage in Japan during the trophy distribution ceremonies after the finals of the women's and men's cricket events? Concerns remain, as both India's and Pakistan's national ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af75d7148f89aade37141287795&url=https%3a%2f%2fcricketaddictor.com%2fcricket-news%2fwill-asia-cup-trophy-fiasco-repeat-at-2026-asian-games-latest-update-on-mohsin-naqvi-464052%2f&c=14162811980992823147&mkt=en-us,,2026-09-19T22:52:00Z,2026-09-20T17:42:16Z,{},20260920T174008Z,live,live,india,,,,"Will Asia Cup trophy fiasco repeat at 2026 Asian Games? Latest update on Mohsin Naqvi. Will the Asia Cup drama stage in Japan during the trophy distribution ceremonies after the finals of the women's and men's cricket events? Concerns remain, as both India's and Pakistan's national",2026-09-20 04:22:00+05:30,2026-09-20 04:00:00+05:30,2026-09-20,news,False,Neutral,Technical_Issues,0.3009,0.5386,0.1605,0.0031,0.1121,0.0396,0.8453
bing:150eee6f00055962,bing,,Who Should Present The Asia Cup Trophy? Jay Shah’s 2022 Precedent Questions Mohsin Naqvi's Call,Jay Shah’s 2022 Asia Cup precedent has raised questions over whether Mohsin Naqvi had to present the trophy to India in 2026.,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af75d7148f89aade37141287795&url=https%3a%2f%2fnews.abplive.com%2fsports%2fcricket%2fjay-shah-2022-asia-cup-example-sparks-debate-mohsin-naqvi-trophy-row-1866696&c=2956823584013072540&mkt=en-us,,2026-09-14T08:54:00Z,2026-09-20T17:42:16Z,{},20260920T174008Z,live,retro,india,,,,Who Should Present The Asia Cup Trophy? Jay Shah’s 2022 Precedent Questions Mohsin Naqvi's Call. Jay Shah’s 2022 Asia Cup precedent has raised questions over whether Mohsin Naqvi had to present the trophy to India in 2026,2026-09-14 14:24:00+05:30,2026-09-14 14:00:00+05:30,2026-09-14,news,False,Neutral,Community_Discussion,0.3172,0.5548,0.128,0.0013,0.98,0.0158,0.0029
bing:c35fe115c14e5be8,bing,,WATCH: Pakistani Fan Celebrates India’s Asia Cup Trophy Snub: 'Mohsin Naqvi Zindabad',"Mohsin Naqvi has faced widespread criticism after India’s women’s team refused to accept the Asia Cup trophy from him, but a video showing a Pakistani fan praising the ACC chairman has now gone viral ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=6ab01af75d7148f89aade37141287795&url=https%3a%2f%2fwww.msn.com%2fen-in%2fnews%2fother%2fwatch-pakistani-fan-celebrates-india-s-asia-cup-trophy-snub-mohsin-naqvi-zindabad%2far-AA2cbXNX&c=10312383373108959824&mkt=en-us,,2026-09-14T12:02:15Z,2026-09-20T17:42:16Z,{},20260920T174008Z,live,retro,india,,,,"WATCH: Pakistani Fan Celebrates India’s Asia Cup Trophy Snub: 'Mohsin Naqvi Zindabad'. Mohsin Naqvi has faced widespread criticism after India’s women’s team refused to accept the Asia Cup trophy from him, but a video showing a Pakistani fan praising the ACC chairman has now gone viral",2026-09-14 17:32:15+05:30,2026-09-14 17:00:00+05:30,2026-09-14,news,False,Negative,Community_Discussion,0.5316,0.3128,0.1556,0.0061,0.9514,0.0214,0.021
