record_id,source,author,title,text,url,lang,created_at_utc,collected_at_utc,arc,scope,engagement_reblogs,engagement_favourites,engagement_replies,engagement_points,engagement_comments,sweep_id,sweep_mode
gnews:886e6b6716ca5384,gnews,NDTV Sports,"India vs Bangladesh, Asian Games Women's Semi-Final Live Streaming: When And Where To Watch - NDTV Sports","India vs Bangladesh, Asian Games Women's Semi-Final Live Streaming: When And Where To Watch &nbsp;&nbsp; NDTV Sports",https://news.google.com/rss/articles/CBMi1AFBVV95cUxQbXUwZzc3LVNGVC1TR0lORWZyTjVkZ25lM05pa2EyMmUtWXc5aEpYX0pvRXRpdjFhcF9FbWtoS2dYdUhoVXJDYUY5OXFOOU5naC1QN0FtRjdkamFvSVAzM0phS2dZd3gtbUFWalZTMVowUFJrc2tmMmNwX0dfR2ZnUUx2QXZILXc0Z3FHVm8wMjZYQ3k2VHRoRl9aQXdweE9kaUp3eXY3OHROMmozSkhEMkJfcDVlMnlaX09OUHVVNzVKTW9uWkJaZU1oZzVFQ09nY2tLWQ?oc=5,,2026-09-20T02:56:42Z,2026-09-20T04:51:56Z,live,india,,,,,,20260920T045143Z,live
gnews:d0d25eba7f455e38,gnews,olympics.com,"India's Asian Games 2026 schedule today, September 20: Cricket semi-final in focus; shooting, teqball and wushu medals on offer - olympics.com","India's Asian Games 2026 schedule today, September 20: Cricket semi-final in focus; shooting, teqball and wushu medals on offer &nbsp;&nbsp; olympics.com",https://news.google.com/rss/articles/CBMilAFBVV95cUxOTzF1QlVnQ1g1NFN4MWdqZWdFdFk0czRCY0V3T01XOV9ZdTNfRDFMaXpWZjNab3Y3alJEQ0pST3l2eEZCUzdFc2tFa1RZMEpTTF91dWprNkNIMjJlQnlUT0F0TS1yd0FGdkhPSEt5T21UUW1wM1VGZnRjSldPZ1F0X05GWnJMOU9nS1oyZXZOZy1jMVJX?oc=5,,2026-09-19T18:35:00Z,2026-09-20T04:51:56Z,live,india,,,,,,20260920T045143Z,live
gnews:fce49dcd1d5155f0,gnews,Livemint,"IND vs BAN Live Score, Asian Games women's cricket semifinal: Harmanpreet Kaur-led India eye a spot in final - Livemint","IND vs BAN Live Score, Asian Games women's cricket semifinal: Harmanpreet Kaur-led India eye a spot in final &nbsp;&nbsp; Livemint",https://news.google.com/rss/articles/CBMijwJBVV95cUxQVjkxbzRENWliQTZhd29tVk0xV19DejV0eUxfM1FYUmtuUGd4TGtyeVFnM2EwV0k5c3JNV0poaG91V0U1TXVtcmVQSXdOQ3JYY09zYUFtQ3NKOGhHSmRSZkhfY0lyVnpiRUVkNXgxOVd4Z2ZlOHl3LTRpVFJGWUptTFhtWEJ0UVFZZm53UHAwVXhpNDQ0cEw4VGpkVGNUNUwzQmt3WHNmU0d0Q05BTXpGU3h4LVY4cnVsSE5KVkFtSDlNcVFMdW5LcTlUT1Vad21QeDU3TFJIVXZNaHA1cWo1bmRWSFpEcUJlTTBfb3R2LTZHUnZXazBCQkw0S0lrNWhaUXJBLWhTbkUtLTlEc1lv?oc=5,,2026-09-20T03:42:09Z,2026-09-20T04:51:56Z,live,india,,,,,,20260920T045143Z,live
gnews:5e42a2d46aa9591c,gnews,Yahoo Sports,"Where to watch India women vs. Bangladesh women live stream, TV channel, start time and lineups for Asian Games cricket semi-final - Yahoo Sports","Where to watch India women vs. Bangladesh women live stream, TV channel, start time and lineups for Asian Games cricket semi-final &nbsp;&nbsp; Yahoo Sports",https://news.google.com/rss/articles/CBMigAFBVV95cUxOaXFrc0VHbEF2WmhTR252aG1WUms5NnNIZ3FNTTRuUWVXM3JNXzVkSDM2Sk82VjFIR18xYnQ2NVpObThpX2dWMHBnN3ZKR3BvRllJZmE3VmZGSEdKZnMxY19qUVJWNWhENHJYbVVZYjEzRHVVbnFFVnRqR3JvTE5XUw?oc=5,,2026-09-19T19:30:02Z,2026-09-20T04:51:56Z,live,india,,,,,,20260920T045143Z,live
gnews:a9409ac827025f92,gnews,Sportstar,Asian Games 2026: Sri Lanka beats Pakistan to enter women’s cricket final - Sportstar,Asian Games 2026: Sri Lanka beats Pakistan to enter women’s cricket final &nbsp;&nbsp; Sportstar,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQVFpzeW9JSV81MHhRelVHZjIwZXNPZl9CbjYwTDVhSzJ2QWdqWEp3Yy1kSjdkNTlWallObmJNaG1zN3NTT2VlYVI2LWIxYVRhQ3BwVHNJMnNaZlJTN1R3VmJ4aFZGRFJZUTNqZTl6U3IwUlQ3MFRfYWxkNkVrRXFZNUg5d3pXemdnQ3MtOE5PaVdxYWZVRi1oQTZjLWNKeHY3UWVNOVRvTUk4U25fUi13bWhfLUdVblptN25vVU1pU1pkV03SAcoBQVVfeXFMTlFpTHBaQzlscTVFdlhQcFBlT2FYd0lxOHdZaVJzakdmaFEyWko0MHg1Q2hPMldVaWRTbnlhSk00dk14VVg0S1V6RFctQ0JVTzdnVlVQRTI3cUswV3NBQW5uMGUzMUNkV0pSQnhLUk9MZ3NOV3loS2Vxbk9yYVhYZmtmNXdEaGZqLUZzT0twRERZRTNwODNsYnJjVWhRNmpFSDRfaEFER2RwNEFmTXNrckZ6M1dzRUFKX0huTzV0TkJsaHVEQ1Y2bng1QQ?oc=5,,2026-09-20T04:16:47Z,2026-09-20T04:51:56Z,live,india,,,,,,20260920T045143Z,live
gnews:3b1fcd60496e54c6,gnews,Cricinfo,2026 BAN-W vs IND-W Match Squads | Asian Games (W) Sqauds - Cricinfo,2026 BAN-W vs IND-W Match Squads | Asian Games (W) Sqauds &nbsp;&nbsp; Cricinfo,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPb1F0U0Q5amZZdzRETS1oVnZTZ2Z1WDVqYjU5NUR2Y29hVmYtb3o4MEJhaDl4ZnRNaDJ0Q1I3UEJQUm9pNWFqR3p5SUpWUDBKVUdXbUdnZW5ITXdzX0VSdnNWU3RBZXU1cHk2YVAzM0ZDMzRDMjhaWGlXVEQtcFp5VTdwLTN0cWo5Sy1DMlZTWDk4LXdubExHU3VWM04tdG5HOVlZenpjRW1nVTY1VDQ2SGVtUHBWbUJLblpORExtTXVEQkdWYzBMMEFYZGNjV3BXbDJ6QTZrcGliZGxISEJ6ckt4aW5xX1k?oc=5,,2026-09-20T03:30:57Z,2026-09-20T04:51:56Z,live,india,,,,,,20260920T045143Z,live
gnews:043a09a091e05b40,gnews,deccanherald.com,Asian Games 2026 | India to battle complacency and Bangladesh - deccanherald.com,Asian Games 2026 | India to battle complacency and Bangladesh &nbsp;&nbsp; deccanherald.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxQUEdBcGhxclU3Qjh0blhVV09sYVpxQXpQTmQwMTRPS3J5MHR0TEtFdnVQclJEZ3pqOFdJVmd6ZGd2TWpJZldsaE1jQzRCMG1PRFkyUHhXSkl1cXQySGt1alR6SDVJb3IwNkhCeng4SXg4RUMyaXhlSXZ1eFFkMGdVNURreW1YaDMtbnUyYkFTdG1YWEl1OUx0bjZhVHduNFkw?oc=5,,2026-09-19T19:10:29Z,2026-09-20T04:51:56Z,live,india,,,,,,20260920T045143Z,live
gnews:a9b743a22a1f5df7,gnews,The Economic Times,"Asian Games India schedule today (September 20): Full list of Indian events, medal matches and key fixture - The Economic Times","Asian Games India schedule today (September 20): Full list of Indian events, medal matches and key fixture &nbsp;&nbsp; The Economic Times",https://news.google.com/rss/articles/CBMihAJBVV95cUxOb0hzeFh5WUNLNkVUN3VzLTRxNnhaUnhEYkFmWFczRVZ0bm16a1ZUUkI2Mk05cjZMV0VVZHUyczBoMDJGZWxPN1BEczU1T0ZNdTRUUm03N1M3YzltczNwVlgtME1KZDRsa2dJRWwwRVFTY2xVZ3I5SFY1dm03eFVjVW8xSGV1dks4dXVubkRQang4VkR1ZkVoOE14bDVoMDF2ODJXZE14NUVfM1lMbmhYLUtEWm1uMF9PWXd4ZmZOcU8ycmVrSHhOVmg0UFRRT2JhX1BBUG14YWlEaWtLcWpIcEkyVnpPcGlpWlpFWVdnQ3FDbEtIMUhiam5jUEV2bk8wVG1yOdIBigJBVV95cUxQcE1lNmJTbmcwN2FlZnpNdTN6YklaU0dGcXJtTl9jYVJILUkxdFZmaVE1Q1NpREUyUTRuZV9EVGtGdmtiRkVncDNjY0ktamJPX3V0N2laX1RiNFNIVXQzUy1DaXBoVUNXa3AwY21IMldxSlYxQWQ2VC14VFYtRjJETExCSTVmcW1sd0tjdTNidmFwYTFVejk2dExUVURnNy0tMnV2elJTWDlpVFlIZm5rV0liQ2dfaHQ2Nl94cGdJSzF6S2x5LU95VVhSSFVGWVlZU3VTR1NJa1FYbzluLXZyYktuMkFIaUhKSWJkWUtZMDdXekhDVGl6RTdST1Zpc1lLNG1KMVQtbWVIdw?oc=5,,2026-09-20T02:07:12Z,2026-09-20T04:51:56Z,live,india,,,,,,20260920T045143Z,live
gnews:bd239fb7bde756cd,gnews,NDTV Sports,"Asian Games 2026 LIVE Updates, Day 1: India Aim For Multiple Medals With Quimcy Dsouza, Women's Cricket In Focus - NDTV Sports","Asian Games 2026 LIVE Updates, Day 1: India Aim For Multiple Medals With Quimcy Dsouza, Women's Cricket In Focus &nbsp;&nbsp; NDTV Sports",https://news.google.com/rss/articles/CBMizAFBVV95cUxPcVR4b25PbkhQczVwYWxsN1NZTEdlS29SNWtuSzIyWGtVMDRPVDd0SXQ3QWNucDkyWUEzc2tyejh4NnJNY0wyOUZjZTdkUVdYN2U4RFQ5QWtRYmxBeElpNmhyNDRqSVJKVnBYVmx1ZWtMZDB3VlVoM3JYdVFlQlBjOW9HWmxjUXJqcnZ2dlRPNmZKbkVxVklYTENFanRyLWpjaDV6blRFWEt4VEhaaU5wZlU0U3dSYnFRQWlxTDhLelo0Z2VmcTQzdzM3WWs?oc=5,,2026-09-19T23:46:15Z,2026-09-20T04:51:56Z,live,india,,,,,,20260920T045143Z,live
gnews:bb2f98ef49ca547a,gnews,Hindustan Times,Kit manufacturer rubbishes reports of clothing issue for India men’s cricket team ahead of Asian Games | Cricket - Hindustan Times,Kit manufacturer rubbishes reports of clothing issue for India men’s cricket team ahead of Asian Games | Cricket &nbsp;&nbsp; Hindustan Times,https://news.google.com/rss/articles/CBMi9AFBVV95cUxNX2R6aVo3V0R1dFd1THdxX3h5QUJ1OW1yYWtfZHJLbUhGNGZ6RjNJbGl4a0doeG0zd1RIS1pOZVdOWjRUN3h4NlllMWdYd09BNFVyeHI2ZkI2R2trSWRJZHVka0JXUXZ4dGJ2ay0tYWQtcVJJM0VOSGRBdHVCc19UbURGMGwzMUdWX1NKU1p2TkxGWGVWYjVaX3FnRUZjZC14b0llcVM5Y3ZFN1lRSTFQb3dhUHRSWUxGd2htQ20wVW5pMmlJaFo3MVMzdU1YS1RQUTl4Wmp1TWdxLV92RmI2SGdXMkw2VGlKaWJYQVdGclJuekND0gH6AUFVX3lxTFBHZmZOWGI5LWVjTFFDZXRNVHd0X0FVckFEM1RoSDFlSWhZb2Z4NTM0YnJYNHcwX2VNX0tmb1BzbENPY2U1Q0ZCMEV0bDRQSDl4V0V3QWpuaFBmVGRnX2k5Z2xITVNZQ3gzaUpGNjFXNUlVMFZsanZ2QWdocTc1bU9hamY2UzJZWUN0TFZmbUtpRW40TlBPN2ZQUjNBaVpkRElDZGxVWjRGd1ZVUHNSQTJQTTloQzZnR21nSF9McEdVbWh2OU1Mc3RrODUyMkhGcERPUVNpTmc3M0tqWVF4TVJ0MVNKRTlwNm1zd05YYlhKSVAtTmN6YWVER0E?oc=5,,2026-09-20T01:59:01Z,2026-09-20T04:51:56Z,live,india,,,,,,20260920T045143Z,live
gnews:f25882f645a65fb3,gnews,Telegraph India,Indian women bank on form and rhythm against Bangladesh in Asian Games semi-final - Telegraph India,Indian women bank on form and rhythm against Bangladesh in Asian Games semi-final &nbsp;&nbsp; Telegraph India,https://news.google.com/rss/articles/CBMi0wFBVV95cUxQdGdPbnRKRTJTUTB2RzVpSzZMTzZNYk0zbUhNOWxGS2FIVUkyZDNTeHdfb3Q4N052clZMMkJVTVppQnZkTXlKQjZxVUJCakw1V0s1eVEzblZLVjlNSUxZemRzUXFtamJ5Q25kVnVTanVXMVRCdlYxYXZoQmx6bGVYaU9KN1MxMWgzSWJHWHVkNk93NVN2WkcwVGFpc1M1NDRvOTIxMWpMWmZ6Smt3N0NKbFhsNmlDWm1abGlWb09DbWx5Szc4Qmd2TU1EZGc1WDZzX2440gHTAUFVX3lxTFB0Z09udEpFMlNRMHZHNWlLNkxPNk1iTTNtSE05bEZLYUhVSTJkM1N4d19vdDg3TnZyVkwyQlVNWmlCdmRNeUpCNnFVQkJqTDVXSzV5UTNuVktWOU1JTFl6ZHNRcW1qYnlDbmRWdVNqdVcxVEJ2VjFhdmhCbHpsZVhpT0o3UzExaDNJYkdYdWQ2T3c1U3ZaRzBUYWlzUzU0NG85MjExakxaZnpKa3c3Q0psWGw2aUNabVpsaVZvT0NtbHlLNzhCZ3ZNTURkZzVYNnNfbjg?oc=5,,2026-09-20T01:10:58Z,2026-09-20T04:51:56Z,live,india,,,,,,20260920T045143Z,live
gnews:227adfe1713c5627,gnews,Telegraph India,Men 'wait' for gear as India cricket squad prepares for Asian Games campaign in Japan - Telegraph India,Men 'wait' for gear as India cricket squad prepares for Asian Games campaign in Japan &nbsp;&nbsp; Telegraph India,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPRXJ2QkVDTmNWQ1RFNW9wWk1iMGNSQ1hfUE82WlJobWhLUVFwWjlxbTJnZlRFcW9ZOV9xS2dUMXppTHBqR3VfcEtPemxFbktDZ1hlb0Yyd0F3VENTWXQ5UnppV2NOT0duN0J6NzRia0hTODBCY0oySTREWFhKVlF1eDJnckVlaHJGYmItcVdrczRCYVB2cmpMVEZsSjMyXzdvZXZzZk9ESTZvcnpPcDRZWlZ3R1JSdS1QTVhMdzBZUFpiV1FmV0dRTzJielAzOENpa0Rv0gHYAUFVX3lxTE1najZSdmZzRzlCVmoydWVRYXM4VmZUeUN2SjNES2tndTF2aVpha0JCZENQdURzdkM3eXFxVTRyeTdqMVlMYWh3RXRfVi1jVkd2SmFHOGprRjMxWWQtdmx5LXNnMDRlNktPbDFiaDloY29BTVk1LXByVlhkUGdROGpRM09kemtlaU13blllVXF4YXVSdHZEaTR0UWZLbWdnUHpJUDBQYnhOajEwdFJNYzR5TVJCSW04Z2t5U1ljNmxxX2FFSWo0ZnpSdndackU1UDlIQmRZVkpWeQ?oc=5,,2026-09-20T01:15:37Z,2026-09-20T04:51:58Z,live,india,,,,,,20260920T045143Z,live
gnews:fd520ee351c053ce,gnews,olympics.com,"Asian Games 2026 live, September 20: Know India scores, updates and results from Day 1 - olympics.com","Asian Games 2026 live, September 20: Know India scores, updates and results from Day 1 &nbsp;&nbsp; olympics.com",https://news.google.com/rss/articles/CBMinAFBVV95cUxPdUdPWmtOVFhXeXB6SFBycVNjangzeHExZGRWUmhGdUJ1NnVPZnlSSlI3RXQtMW5lQWRoaGp6ZGhsSXBqNE1YZjlMUXpua1doVzRWWkQweFhMX3o5SFhJN3p5d2FrdEZnOUFYR005blZSTlh1WDB3bUpzTE5mNFFLNWlCdVFvSW9tRkdLSjBfRmVkNDlITnVyeUV2UU8?oc=5,,2026-09-19T23:58:55Z,2026-09-20T04:51:58Z,live,india,,,,,,20260920T045143Z,live
gnews:4d8c552330c453c9,gnews,Cricbuzz,"INDW vs BANW, 2nd Semi Final, Women's Asian Games 2026 - Scorecard - Cricbuzz","INDW vs BANW, 2nd Semi Final, Women's Asian Games 2026 - Scorecard &nbsp;&nbsp; Cricbuzz",https://news.google.com/rss/articles/CBMiqgFBVV95cUxPYUZXMW5LRFB3MU1vOFFRWmRoSjdhM0FuZGVaU3Z1ZWxwNjhTc3Zib3pheFdoU3VMOF9WMHJZZFN5UmJNN3RnZHhLSk41Q292ZkM2MnpDbk9MS1E4LVNhS2txNzE5Y3NvalpSY2gwd0dtWS1OQjh0WHFrSERhamFtTlpWbjZocGRzdWxHZDlkR2tpTThEdG5SNlliU0p4RWxnUHl3djVIcTRMQQ?oc=5,,2026-09-19T18:34:50Z,2026-09-20T04:51:58Z,live,india,,,,,,20260920T045143Z,live
gnews:366a7ffab30b5888,gnews,Telegraph India,Men 'wait' for gear as India cricket squad prepares for Asian Games campaign in Japan - Telegraph India,Men 'wait' for gear as India cricket squad prepares for Asian Games campaign in Japan &nbsp;&nbsp; Telegraph India,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNZ2o2UnZmc0c5QlZqMnVlUWFzOFZmVHlDdkozREtrZ3UxdmlaYWtCQmRDUHVEc3ZDN3lxcVU0cnk3ajFZTGFod0V0X1YtY1ZHdkphRzhqa0YzMVlkLXZseS1zZzA0ZTZLT2wxYmg5aGNvQU1ZNS1wclZYZFBnUThqUTNPZHprZWlNd25ZZVVxeGF1UnR2RGk0dFFmS21nZ1B6SVAwUGJ4TmoxMHRSTWM0eU1SQkltOGdreVNZYzZscV9hRUlqNGZ6UnZ3WnJFNVA5SEJkWVZKVnnSAdgBQVVfeXFMTWdqNlJ2ZnNHOUJWajJ1ZVFhczhWZlR5Q3ZKM0RLa2d1MXZpWmFrQkJkQ1B1RHN2Qzd5cXFVNHJ5N2oxWUxhaHdFdF9WLWNWR3ZKYUc4amtGMzFZZC12bHktc2cwNGU2S09sMWJoOWhjb0FNWTUtcHJWWGRQZ1E4alEzT2R6a2VpTXduWWVVcXhhdVJ0dkRpNHRRZkttZ2dQeklQMFBieE5qMTB0Uk1jNHlNUkJJbThna3lTWWM2bHFfYUVJajRmelJ2d1pyRTVQOUhCZFlWSlZ5?oc=5,,2026-09-20T01:15:37Z,2026-09-20T04:51:58Z,live,india,,,,,,20260920T045143Z,live
gnews:0fc7a359066152c0,gnews,Business Standard,"Asian Games 2026 Day 1 Schedule, India events live time (IST), streaming - Business Standard","Asian Games 2026 Day 1 Schedule, India events live time (IST), streaming &nbsp;&nbsp; Business Standard",https://news.google.com/rss/articles/CBMi6AFBVV95cUxNZVRieGw1NzdqODdTYThnTUZhbjlIMlNnYWtNNTRjQkQ2R0tjNWZPSnl4ZjdzMjJxVTVfYUx1V0szTG5qTzIyTC1CdXpaOFJuNUVPZ3RFZHZqNTR5UHE2OE5vSU15MC1zWVFCQ2xaRU9FdFpINV9Nd3prYU54NTlGZDQ1VXdobERwWlRRQ1ZxSEMtNnZ6SWpNMFFUQnlyY3lCUk9JVEQ4R2NTREU4UHFOQ2w1enNIS0l0eTNiN0duTzVHOFd3TVBHd2gtRXh2WXJCWVVZbmJ5eEhDeTRCcHg4Vms2dHQtMl9v0gHuAUFVX3lxTE5sOUJDeWtuUUkwQmw0VV9hZTFpQ3hJMVZjMU1IRVRRLTBfMWt4bkltaWZDVWxWd3c3bk5WZDc0Xy1xNDcxcXF0bTl0b3k0Q29VV2FEaVhPSTNRdG1GUXdyR0hPQnpTczE2SHh6OTdFLXY5V3FueGJvZjluczZINFBobzQ0Z1dVbEl2aGJkTDh2Q1RxY1lLdEZrY29ka3V1ZlRELVVodkNUbElYb28wTjN1eFRoT01rM2U5RmdYRllLTTFBXzZ5akFHUE81VkpNT2trV3lIRjR0eC1vcVdUNGdpcllqX1F5RHVvRWh6V3c?oc=5,,2026-09-20T01:43:43Z,2026-09-20T04:51:58Z,live,india,,,,,,20260920T045143Z,live
gnews:5badb217df1d5be4,gnews,NDTV Sports,"India's Schedule At Asian Games, 20th September 2026: Multiple Medals Expected, Shooters In Focus - NDTV Sports","India's Schedule At Asian Games, 20th September 2026: Multiple Medals Expected, Shooters In Focus &nbsp;&nbsp; NDTV Sports",https://news.google.com/rss/articles/CBMi0gFBVV95cUxNRWQ2VUNmSkdjc242dC11R3hvV1VTTzhQSDh0OU95eFZNYjhGWFd3Yk9QNlhzSHpaaXlqcXFIUkNvaTVTSzJ4RDlidUp5NzlwLWx5dmhpUW4tSVRFdTZ2WHJKSFQtZlBWVWNQWUFGbFRISUNjQVlqOThfcnF6dU9Gekc0WFA5eF9OM045R2w4NmFiYVdlcGJ6dTZ3X3licVZEaHl1LWxZZmVMZmxhaWtOZmhMU3dBQnFCM1RncGhjOVlKYTF3c0xUdm9VcHlWdHc0OUE?oc=5,,2026-09-19T23:45:03Z,2026-09-20T04:51:58Z,live,india,,,,,,20260920T045143Z,live
