post_id,author,username,timestamp,statement,likes,reposts,replies,views,post_url,source,topic
2101748588368023788,Rakesh Kumar,@RiCkY_847,2026-09-20 19:01:26,Elavenil also won silver in the individual event. 🏏 Cricket: Indian women stormed into the gold medal match after defeating Bangladesh by 114 runs. India will face Sri Lanka in the final. 🥋 Mixed Martial Arts: Suchika Tariyal assured India of its first Asian Games medal in,0,0,1,42,https://x.com/RiCkY_847/status/2101748588368023788,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
2102292949963059318,Navleen Kaur,@NavleenSpeaks,2026-09-22 07:04:32,Just tweeted the same. This is getting out of hands. I thought they’ll be doing that only in India but in Japan too. Who knows in Asian games and in NZ and other tours too.,0,0,0,0,https://x.com/NavleenSpeaks/status/2102292949963059318,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
ag_shoot1,Various media,summary,2026-09-21,"India wins silver in men's 10m air rifle team (Himanshu Dhillon, Parth Mane, Rudrankksh Patil); Himanshu silver and Rudrankksh bronze in individual.",0,0,0,0,https://x.com/search?q=Asian%20Games%20India%20shooting,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
ag_mma1,Media reports,summary,2026-09-21,Suchika Tariyal wins bronze in women's traditional 60kg MMA at Asian Games 2026 (first Indian MMA medal at Asiad).,0,0,0,0,https://x.com/search?q=Suchika%20Tariyal,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
ag_kabaddi1,Media,summary,2026-09-21,India thrash Japan 49-24 / 49-23 in men's kabaddi opener; also beat Bangladesh and South Korea in other matches.,0,0,0,0,https://x.com/search?q=India%20kabaddi%20Asian%20Games,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
ag_tt1,Media,summary,2026-09-21,Indian women's and men's table tennis teams beat Pakistan 3-0 to reach quarterfinals.,0,0,0,0,https://x.com/search?q=India%20table%20tennis%20Asian%20Games,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
ag_hockey1,Media,summary,2026-09-21,India women thrash Indonesia 17-1 / 13-1 in hockey; men also strong starts.,0,0,0,0,https://x.com/search?q=India%20hockey%20Asian%20Games,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
ag_medal1,Summary,summary,2026-09-22,"India medal tally early Asian Games 2026: 0 Gold, 4 Silver, 2 Bronze (mostly shooting + 1 MMA). Waiting for first gold, expected from women's cricket.",0,0,0,0,https://x.com/search?q=India%20medal%20tally%20Asian%20Games,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
2102292831700451675,RCB Xtra,@Rcb_Xtra,2026-09-22 07:04:04,79(45) in the Asian games final by the RCB Captain Smriti Mandhana!!! Fifty in WPL 2026 final ✅ Fifty in Asia Cup final ✅ Fifty in Asian games final ✅ Another big knock from a big game player 🔥,1,0,0,72,https://x.com/Rcb_Xtra/status/2102292831700451675,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
2102291128523579450,Economic Times,@EconomicTimes,2026-09-22 06:57:18,Asian Games 2026: Shafali Verma becomes batter with most runs in women's T20Is during a calendar year,0,0,0,2296,https://x.com/EconomicTimes/status/2102291128523579450,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
2102290636821143856,YesPunjab.com,@yespunjab,2026-09-22 06:55:21,"Asian Games: Smriti Mandhana Becomes First Woman Cricketer to Reach 11,000 International Runs",0,0,0,26,https://x.com/yespunjab/status/2102290636821143856,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
2102290463881666718,लोकतन्त्र भारत,@loktantrab12821,2026-09-22 06:54:39,A Proud #Bronze for India! 🇮🇳 Loktantra bharat congratulates Suchika Tariyal on securing the Bronze Medal in Traditional 60kg #MMA at the Aichi-Nagoya 2026 Asian Games.,1,0,0,4,https://x.com/loktantrab12821/status/2102290463881666718,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
2102289818973843959,State Mirror Hindi,@statemirrornewz,2026-09-22 06:52:06,"Asian Games 2026: जो आजतक कोई महिला क्रिकेटर नहीं कर पाई, वो स्मृति मंधाना ने कर दिखाया; गोल्ड मेडल मैच में रचा इतिहास",0,0,0,43,https://x.com/statemirrornewz/status/2102289818973843959,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
2102289592003268993,Zubed khan,@ZubedK57178,2026-09-22 06:51:12,Rudrankksh Patil wins Bronze at the Asian Games! 🇮🇳🎯 A proud day for Indian shooting at Aichi-Nagoya 2026 as Rudrankksh Patil secures Bronze in the Men’s 10m Air Rifle Individual event.,0,0,0,5,https://x.com/ZubedK57178/status/2102289592003268993,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
2102289421311877593,YADAV_GS,@GSYADAV7589,2026-09-22 06:50:31,"भारतीय महिला टीम ने श्री लंका को 217 रन का लक्ष्य दिया है जिसमे शेफाली 48 रन, स्मृति 79 रन और ऋचा की तावडतोड़ धुआधार 22 बॉल पर 49 रन शामिल रहे",0,0,0,0,https://x.com/GSYADAV7589/status/2102289421311877593,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
2102289554871062921,RAJARSHI,@babaighosh,2026-09-22 06:51:03,"India lost to South Korea 0-3 in Round of 16 of Asian Games 2026 Table Tennis Men's Team Event. In previous edition, Indian men’s team reached QF and lost 0-3 to same opposition.",0,0,0,22,https://x.com/babaighosh/status/2102289554871062921,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
2102288995883618448,darshankumar4u,@darshankumar4u,2026-09-22 06:48:49,"Asia’s qualification for the 2028 Olympics isn’t fixed yet whether it will be based on rankings or the Asian Games winner. That’s why they’re sending a full-strength team to target gold. Either way, India could qualify under both scenarios.",0,0,0,161,https://x.com/darshankumar4u/status/2102288995883618448,X (Twitter),India Asian Games 2026 / Women's Cricket Final / Medals
2102294624962547832,The Current,@TheCurrentPK,2026-09-22 07:11:11,Indian fighter Suchika Tariyal was left heartbroken after a controversial semifinal loss in the women's Traditional 60kg MMA event at the Asian Games 2026.,0,0,0,1,https://x.com/TheCurrentPK/status/2102294624962547832,X (Twitter),India Asian Games 2026
2102294543081328686,Central Cricket,@arshdeep3444,2026-09-22 07:10:52,WHY IS TEAM INDIA’S MEN’S JERSEY DIFFERENT FOR THE ASIAN GAMES FROM THE WOMEN’S TEAM? The Indian women’s team jersey has Asian Games clearly written on it... why is the Indian men’s team still wearing the old jersey?,0,0,0,19,https://x.com/arshdeep3444/status/2102294543081328686,X (Twitter),India Asian Games 2026
2102294324323209630,Economic Times,@EconomicTimes,2026-09-22 07:10:00,"Asian Games Cricket: Smriti Mandhana becomes first woman to score 11,000 int'l runs",0,0,0,1636,https://x.com/EconomicTimes/status/2102294324323209630,X (Twitter),India Asian Games 2026
2102294239111680319,ganga,@majja_ni_life_1,2026-09-22 07:09:39,Guys - Asian games la india ku first gold kidaika poguthu from Indian women's cricket 🏏🇮🇳❤️,0,0,0,7,https://x.com/majja_ni_life_1/status/2102294239111680319,X (Twitter),India Asian Games 2026
2102294235475284231,ROYal Ravi,@ROYalRavi21,2026-09-22 07:09:39,"SMRITI MANDHANA ON FIRE! 🔥🇮🇳 Smriti Mandhana produced a sensational batting display against Sri Lanka in the Asian Games Gold Medal Match, smashing 79 runs from just 45 balls",0,0,0,2,https://x.com/ROYalRavi21/status/2102294235475284231,X (Twitter),India Asian Games 2026
2102294156358099383,Ashok Kumar Mittal,@DrAshokKMittal,2026-09-22 07:09:20,"Three Indian daughters. One silver medal. Countless dreams inspired. Congratulations to Elavenil Valarivan, Sonam Maskar, and Vidarsa Vinod for winning Silver in the Women’s 10m Air Rifle Team event at the Asian Games 2026.",0,0,0,16,https://x.com/DrAshokKMittal/status/2102294156358099383,X (Twitter),India Asian Games 2026
2102294004813684867,CricHer,@Cricket__Her,2026-09-22 07:08:44,🔥 SHAFALI VERMA AMONG THE WICKETS! 🇮🇳 Two quick strikes in the powerplay as Shafali makes an impact with the ball in the Asian Games Gold Medal Match.,0,0,0,0,https://x.com/Cricket__Her/status/2102294004813684867,X (Twitter),India Asian Games 2026
2102293478717723049,Olympic Khel,@OlympicKhel,2026-09-22 07:06:38,"Smriti Mandhana and Richa Ghosh power India to 216/3, the highest total in women’s T20Is at the Asian Games. 🇮🇳🏏",0,0,0,547,https://x.com/OlympicKhel/status/2102293478717723049,X (Twitter),India Asian Games 2026
2102290247987921328,Sportskeeda,@Sportskeeda,2026-09-22 06:53:48,The shining stars of India's batting performance in the Asian Games final! 🔥🇮🇳,3,0,0,957,https://x.com/Sportskeeda/status/2102290247987921328,X (Twitter),India Asian Games 2026
2102289935919464924,Cricket Gyan,@cricketgyann,2026-09-22 06:52:34,"INNINGS BREAK: A colossal total on the board for Team India! 🇮🇳 Smriti Mandhana starred with a brilliant 79(45), while Richa Ghosh unleashed absolute carnage with 49*(22)... Smriti Mandhana creates history! She becomes the first woman cricketer ever to surpass 11,000 international runs!",0,0,0,146,https://x.com/cricketgyann/status/2102289935919464924,X (Twitter),India Asian Games 2026
2102289367842931028,Fan RCBians,@RcbianOfficial,2026-09-22 06:50:18,Smriti Mandhana (79) and Richa Ghosh (49*) show in Asian Games Gold Medal match,23,0,0,681,https://x.com/RcbianOfficial/status/2102289367842931028,X (Twitter),India Asian Games 2026
2102288741843014035,CricHer,@Cricket__Her,2026-09-22 06:47:49,🇮🇳 INNINGS BREAK! 🔥 India post 216/3 in 20 overs in the Asian Games Gold Medal Match. Smriti Mandhana 79 (45) and Richa Ghosh 49 (22)* power India to a massive total. Sri Lanka need 217 to win the gold! 🥇,0,0,0,9,https://x.com/Cricket__Her/status/2102288741843014035,X (Twitter),India Asian Games 2026
2102295101448024096,Vinayakk,@vinayakkm,2026-09-22 07:13:05,"#AsianGames2026 #Badminton Lakshya Sen outlasts Kodai Naraoka with a stunning comeback. On a run of 8 straight points from 13-19 down in Game 3, he beats the World Championships silver medallist to make it 1-0 for India.",0,0,0,0,https://x.com/vinayakkm/status/2102295101448024096,X (Twitter),India Asian Games 2026
2102295047903531352,Mine Drum,@minedrum_md,2026-09-22 07:12:52,Great win by Lakshya 😍 He was down 14-19 in decidee to win the match 21-19 🤯 Really Unexpected 😲 India leading 1-0 now 👏,1,0,0,3,https://x.com/minedrum_md/status/2102295047903531352,X (Twitter),India Asian Games 2026
2102294953569489070,youguess,@ralliesNreturns,2026-09-22 07:12:30,Is this Lakshya's redemption today??? From 5points deficit to winning a decider 🔥🔥🔥 Literally crying for him @lakshya_sen #asiangames2026 #badminton #india,0,0,0,0,https://x.com/ralliesNreturns/status/2102294953569489070,X (Twitter),India Asian Games 2026
2102294864495079458,IANS,@ians_india,2026-09-22 07:12:09,"Asian Games: Laskhya Sen beats Kodai Naraoka 11-21, 21-5, 21-19 as India take a 1-0 lead over Japan in the badminton men's team quarterfinal",1,0,0,397,https://x.com/ians_india/status/2102294864495079458,X (Twitter),India Asian Games 2026
2102294844995727443,vishal jain,@vjvishaljain16,2026-09-22 07:12:04,"Generational comeback by @lakshya_sen , wow.... What a match. Gives #India a crucial lead in men's QF against #Japan. C'mon, over to Ayush & SatChi now. First good news of Asian games day 3.",0,0,0,3,https://x.com/vjvishaljain16/status/2102294844995727443,X (Twitter),India Asian Games 2026
2102294818840076514,Bobde Dada,@Bobde_dada,2026-09-22 07:11:58,"Dramatic scene at Asian Games 2026: Indian MMA semi-finalist Suchika refused to accept the loss and snubbed the handshake with Singapore’s Tiffany Teo after a heartbreaking bout. Regulation time ended in a draw... Under the rules, a tied contest goes to the lighter athlete.",0,0,0,5,https://x.com/Bobde_dada/status/2102294818840076514,X (Twitter),India Asian Games 2026
2102294683640799322,Abhijeet Kulkarni,@abk6580,2026-09-22 07:11:25,#AsianGames2026 #Badminton @lakshya_sen keeps his nerves while trailing 13-19 in the decider as he knew was playing from the better side. He won eight straight points to clinch the match and give India a 1-0 lead.,2,1,0,32,https://x.com/abk6580/status/2102294683640799322,X (Twitter),India Asian Games 2026
2102293948865949903,Mint,@livemint,2026-09-22 07:08:30,"Asian Games 2026: PV Sindhu-led India women's badminton team goes down to Japan 3-1, knocked out in quarterfinal",0,0,1,1336,https://x.com/livemint/status/2102293948865949903,X (Twitter),India Asian Games 2026
2101547568216060237,Gurdayal Singh,@wisdom36111,2026-09-20 05:42:39,What a sensational start for Team India 🇮🇳🔥 Congratulations to the entire Indian team on a stunning 19-0 victory over Uzbekistan in the Asian Games 2026 opener. Special appreciation for Deepika Sehrawat for a phenomenal 8-goal performance,0,0,0,30,https://x.com/wisdom36111/status/2101547568216060237,X (Twitter),India Asian Games 2026
2101909643958342078,Anil Bansal,@dilseanilbansal,2026-09-21 05:41:25,"India took the win, but Team Japan won the tactical battle in the second half! Defending champions India secured a 49-23 victory in kabaddi. Japan claimed 9 Bonus Points while choking India's star raiders.",4,1,1,607,https://x.com/dilseanilbansal/status/2101909643958342078,X (Twitter),India Asian Games 2026
2101905070564741289,Shahid Judge,@shahidthejudge,2026-09-21 05:23:14,"There was some game-time eventually for Pawan Sehrawat, Arjun Deshwal and Aslam Inamdar in the second half, but India seemed a bit complacent while Japan grew in confidence. The Indian men still scored a 49-24 win in kabaddi.",0,1,0,88,https://x.com/shahidthejudge/status/2101905070564741289,X (Twitter),India Asian Games 2026
2102003043302871281,sushane,@Yashfan_08,2026-09-21 11:52:33,"#Asiangames2026 India got 4 silver medals and 1 bronze in shooting till now, they could have won gold but in slight difference they lost, another one medal we got in MMA",1,0,0,132,https://x.com/Yashfan_08/status/2102003043302871281,X (Twitter),India Asian Games 2026
2102288548372324562,Debasis Sen,@debasissen,2026-09-22 06:47:03,"Only a miracle can stop India from clinching the first gold in ongoing #AsianGames2026 . Smriti, Shafali and Richa were simply brilliant.",6,0,0,138,https://x.com/debasissen/status/2102288548372324562,X (Twitter),India Asian Games 2026
2102294977061798156,IANS,@ians_india,2026-09-22 07:12:35,"The organising committee has distributed a simple guide explaining the rules and basics of cricket to Japanese fans attending the Asian Games, helping first-time spectators understand and enjoy the sport",1,0,0,325,https://x.com/ians_india/status/2102294977061798156,X (Twitter),India Asian Games 2026
2102295818577518887,AK,@powerofpoetry16,2026-09-22 07:15:56,Sensational Sen is back!!🙌🔥 What a match💙👏 🏸India 1-0 up against Japan. #AsianGames,0,0,0,0,https://x.com/powerofpoetry16/status/2102295818577518887,X (Twitter),India Asian Games 2026
2102295756350898226,Rahul Sharma Lakhanpal,@RahulSharmaHRY,2026-09-22 07:15:41,"India’s first-ever Asian Games MMA medal is here! 🇮🇳 Suchika Tariyal makes history with a bronze in MMA, becoming India’s first #AsianGames MMA medallist and a true flag-bearer of Nari Shakti. 🥉",1,0,0,0,https://x.com/RahulSharmaHRY/status/2102295756350898226,X (Twitter),India Asian Games 2026
2102295746095759578,Constructively Candid,@Candid_JJ,2026-09-22 07:15:39,Incredible comeback win by Lakshya Sen #AsianGames,0,0,0,0,https://x.com/Candid_JJ/status/2102295746095759578,X (Twitter),India Asian Games 2026
2102295685219639791,Md Safroz,@Professo04,2026-09-22 07:15:24,"What a wonderful match you played, Sen. Mind blowing #asiangames #japan #badminton @lakshya_sen",0,0,0,3,https://x.com/Professo04/status/2102295685219639791,X (Twitter),India Asian Games 2026
2102295640432877922,Ansh Vohra,@AnshVohra240482,2026-09-22 07:15:14,What a comeback by Lakshay Sen to win the 3rd set at Asian games men’s quarterfinals against Japan’s Naraoka (world championship silver medalist),0,0,0,1,https://x.com/AnshVohra240482/status/2102295640432877922,X (Twitter),India Asian Games 2026
2102295582303822211,Rediff Sports,@rediffsports,2026-09-22 07:15:00,"Valarivan-Mane miss 10m Air Rifle mixed team medal. The pair finished fourth in the Asian Games final with 376.3 points after qualifying second with 634.9, while China went on to claim gold with a world record.",0,0,0,3,https://x.com/rediffsports/status/2102295582303822211,X (Twitter),India Asian Games 2026
2102295559881298391,Zenia D'cunha,@ZENIADCUNHA,2026-09-22 07:14:54,Before the match @AadityaN_28 put a poll asking which Lakshya we are getting today: Good or bad? The answer - everyone who voted was correct😂 We got the whole Lakshya Sen experience in this stunning comeback win to put India ahead in Asian Games team QF,1,1,0,17,https://x.com/ZENIADCUNHA/status/2102295559881298391,X (Twitter),India Asian Games 2026
2102295552163537051,Karen Noronha,@Karen_noronha09,2026-09-22 07:14:53,Lakshya Sen and comebacks The best love story 😍😍😍😍 #TeamIndia #AsianGames2026,0,0,0,12,https://x.com/Karen_noronha09/status/2102295552163537051,X (Twitter),India Asian Games 2026
2102295347066450202,Press Trust of India,@PTI_News,2026-09-22 07:14:04,"India's Lakshya Sen produces a sensational comeback, registering an 11-21, 21-5, 21-19 win over world No. 7 Kodai Naraoka in the first singles to give India a 1-0 lead against Japan in the men's team quarterfinal at the Asian Games.",1,0,0,3420,https://x.com/PTI_News/status/2102295347066450202,X (Twitter),India Asian Games 2026
2102295282650325428,iVyasa,@ivyasaa,2026-09-22 07:13:48,"Asian Games 2026: Mandhana & Ghosh Fire India to Record 216/3 Before Shafali Strikes Early in Gold Medal Clash 🏏🥇🇮🇳 Smriti Mandhana blasted a 45-ball 79... Smriti Mandhana made history by becoming the first woman cricketer to reach 11,000 international runs",0,0,0,25,https://x.com/ivyasaa/status/2102295282650325428,X (Twitter),India Asian Games 2026
2102295247992893603,NDTV Sports,@Sports_NDTV,2026-09-22 07:13:40,"Down 13-9, Lakshya Sen produces one of the finest comebacks in badminton history to win the third game 21-19 to give India 1-0 lead in men's team badminton quarter-final against Japan at Asian Games 2026.",0,0,0,125,https://x.com/Sports_NDTV/status/2102295247992893603,X (Twitter),India Asian Games 2026
2102295167890022786,YesPunjab.com,@yespunjab,2026-09-22 07:13:21,"Asian Games: India Women’s TT Team Reach Quarterfinals, Chetan Bhatt Misses Karate Bronze",0,0,0,10,https://x.com/yespunjab/status/2102295167890022786,X (Twitter),India Asian Games 2026
2102251264272924991,Ajith S,@ninjaajith,2026-09-22 04:18:53,"India at #AsianGames2026: 6 medals, still waiting for gold. 4🥈 2🥉 — shooting leads (Elavenil, Himanshu, Rudrankksh). Suchika Tariyal wins India’s first MMA medal. Today: 🏏 Women vs Sri Lanka in the final for gold. Sindhu lost to Yamaguchi in badminton QF. Men’s kabaddi thrash Korea 63-31.",0,0,0,95,https://x.com/ninjaajith/status/2102251264272924991,X (Twitter),India Asian Games 2026
2101652144097304884,Gaurav Gulati,@gulatiLFC,2026-09-20 12:38:12,"Results of Indian contingent at Asian Games on September 20 🇮🇳 won 2 🥈 Shooting - Women’s 10m Air Rifle Team Event silver, Elavenil Valarivan individual silver. MMA Suchika Tariyal... Cricket Women beat Bangladesh by 114 runs. Hockey big wins.",3,1,0,143,https://x.com/gulatiLFC/status/2101652144097304884,X (Twitter),India Asian Games 2026
2101727022162890850,Khel Now,@KhelNow,2026-09-20 17:35:44,Elavenil Valarivan wins Silver 🥈 India wins Silver in team event 🥈 Medal confirmed in cricket 🏅 Medal confirmed in MMA 🏅 Check India's full results from Day 1 action at the Asian Games 2026! 🇮🇳,10,1,0,1494,https://x.com/KhelNow/status/2101727022162890850,X (Twitter),India Asian Games 2026
2101893597717246385,Ashish Magotra,@clutchplay,2026-09-21 04:37:39,Silver and bronze for India. A fine performance by Dhillon and Patil.,6,1,0,181,https://x.com/clutchplay/status/2101893597717246385,X (Twitter),India Asian Games 2026
