user_id,posts,total_eng,mean_eng,mean_likes,follower_count,country,language,account_created,engagement_rate,age_days_at_start,power_creator,high_volume_low_yield,quiet_performer,casual
user_0fraxbyo,8,20662.0,2582.75,1709.8,15607.0,Australia,es,2023-11-30,1.3238931248798615,153,False,False,False,False
user_0irp4abu,13,48989.0,3768.3846153846152,3240.5,44206.0,Canada,hi,2023-12-14,1.1081979821743655,139,False,False,False,False
user_0j0vawcx,8,30085.0,3760.625,2400.25,16446.0,United States,ja,2023-08-20,1.8293201994405934,255,False,False,False,False
user_0j9a7ict,5,16821.0,3364.2,2594.6666666666665,23031.0,China,de,2023-12-01,0.7303634232121923,152,False,False,False,True
user_0jp66e6p,8,28826.0,3603.25,2278.0,21437.0,Brazil,es,2023-06-21,1.3446844241265103,315,False,False,False,False
user_0lbnqegj,7,23862.0,3408.8571428571427,2008.6,6358.0,Japan,ru,2023-03-30,3.7530670022019503,398,False,False,False,True
user_0nzzm3ff,4,15095.0,3773.75,2668.75,16757.0,Germany,es,2023-01-25,0.9008175687772274,462,False,False,False,False
user_0o5ujsl6,10,23623.0,2362.3,1692.6,48064.0,Japan,en,2023-04-17,0.49149051264980026,380,False,True,False,False
user_0osqp2dw,6,24599.0,4099.833333333333,3125.6,6432.0,United States,hi,2023-03-20,3.824471393034826,408,False,False,False,False
user_0ovhak73,11,35275.0,3206.818181818182,1900.1,32045.0,United States,hi,2023-12-15,1.1007957559681698,138,False,True,False,False
user_0q1hamqb,5,14144.0,2828.8,2324.0,14670.0,Australia,ru,2023-06-03,0.9641445126107703,333,False,False,False,True
user_0q7j2ayv,3,8172.0,2724.0,1201.6666666666667,23427.0,Brazil,pt,2023-01-17,0.34882827506723013,470,False,False,False,True
user_0riqrfz9,2,6496.0,3248.0,2436.5,12825.0,UAE,fr,2023-05-01,0.5065107212475634,366,False,False,False,True
user_0rnh8g2o,7,33537.0,4791.0,2845.0,41241.0,China,ru,2023-08-31,0.8131956063141049,244,False,False,False,False
user_0snf4coc,14,54457.0,3889.785714285714,2477.9285714285716,42927.0,Brazil,de,2023-07-27,1.268595522631444,279,False,False,False,False
user_0tn4l0qh,8,19925.0,2490.625,1813.0,26141.0,UAE,de,2023-08-22,0.762212616196779,253,False,False,False,False
user_0v6j8dal,12,37705.0,3142.0833333333335,2659.25,33723.0,United States,ru,2023-10-12,1.1180796489043086,202,False,True,False,False
user_0x2s6pho,7,20869.0,2981.285714285714,3396.5,26993.0,China,ja,2023-05-28,0.7731263660949135,339,False,False,False,True
user_0xdo28q7,6,21114.0,3519.0,1874.2,21353.0,Canada,ja,2023-06-20,0.9888071933686133,316,False,False,False,True
user_0xl8jeow,3,5550.0,1850.0,1016.0,24454.0,UAE,pt,2023-02-14,0.22695673509446307,442,False,False,False,True
user_0xmoolhz,9,33686.0,3742.8888888888887,2481.0,34501.0,United States,zh,2023-05-05,0.9763774963044549,362,False,False,False,False
user_0xtn0q1z,7,28057.0,4008.1428571428573,2622.714285714286,4956.0,Mexico,zh,2023-02-13,5.661218724778047,443,False,False,False,False
user_0z594tjp,6,21913.0,3652.1666666666665,3069.8,36674.0,France,zh,2023-02-25,0.5975077711730381,431,False,False,False,False
user_119tublg,5,16704.0,3340.8,2482.25,26429.0,Germany,zh,2023-11-02,0.6320329940595558,181,False,False,False,True
user_11phoejb,9,39925.0,4436.111111111111,3127.3333333333335,37944.0,South Korea,es,2023-06-02,1.0522085178157286,334,False,False,False,False
user_13595b5a,6,22435.0,3739.1666666666665,1730.0,28095.0,India,es,2023-02-14,0.798540665598861,442,False,False,False,False
user_140m58n3,5,16614.0,3322.8,1382.2,28999.0,Japan,fr,2023-06-10,0.5729163074588779,326,False,False,False,True
user_1461f2hf,5,21865.0,4373.0,3228.0,44644.0,Nigeria,ar,2023-03-18,0.48976346205537136,410,False,False,True,False
user_14ibkds2,10,43450.0,4345.0,2663.3,7361.0,,ar,2023-06-26,5.902730607254449,310,True,False,False,False
user_14r9qzdz,9,40708.0,4523.111111111111,3468.625,16489.0,Spain,ar,2023-04-07,2.468797380071563,390,False,False,False,False
user_15fd58cq,6,23986.0,3997.6666666666665,2804.4,16272.0,France,de,2023-08-14,1.4740658800393314,261,False,False,False,False
user_15i5qfz3,4,15127.0,3781.75,1816.75,6975.0,Japan,ja,2023-04-01,2.1687455197132617,396,False,False,False,False
user_15lozcpe,4,17211.0,4302.75,2544.0,44345.0,Mexico,zh,2023-07-28,0.3881159093471643,278,False,False,True,False
user_168r2uhp,9,30048.0,3338.6666666666665,2363.3333333333335,11610.0,United States,ja,2023-02-07,2.5881136950904393,449,False,False,False,False
user_16e488cy,7,17011.0,2430.1428571428573,2164.25,30617.0,Spain,hi,2023-01-19,0.5556063624783617,468,False,False,False,True
user_17homyqe,6,23413.0,3902.1666666666665,3566.25,4887.0,Canada,en,2023-07-27,4.790873746674851,279,False,False,False,False
user_17wg6hsy,5,12254.0,2450.8,1258.0,19199.0,Nigeria,pt,2023-10-27,0.6382624095004948,187,False,False,False,True
user_1cz5m9ov,5,14626.0,2925.2,2164.3333333333335,18267.0,China,hi,2023-01-19,0.800678819729567,468,False,False,False,True
user_1d3vq03j,8,43448.0,5431.0,3577.875,5068.0,Japan,hi,2023-06-19,8.573007103393843,317,False,False,False,False
user_1depqq3s,6,26689.0,4448.166666666667,3244.0,22365.0,Canada,fr,2023-09-19,1.1933378046054102,225,False,False,False,False
user_1dor4ub9,8,20284.0,2535.5,1909.0,3948.0,Australia,ru,2023-05-20,5.137791286727457,347,False,False,False,False
user_1egrs2d8,6,26697.0,4449.5,2621.0,17538.0,Australia,ja,2023-08-13,1.5222374273007184,262,False,False,False,False
user_1fg1p9nd,3,12707.0,4235.666666666667,2596.3333333333335,28852.0,India,de,2023-11-30,0.44042007486482737,153,False,False,True,False
user_1gol317c,3,13762.0,4587.333333333333,3718.6666666666665,10814.0,China,ru,2023-06-04,1.2726095801738486,332,False,False,True,False
user_1idhro2x,8,13657.0,1707.125,851.5,22564.0,,es,2023-05-26,0.6052561602552738,341,False,False,False,False
user_1in5bvdf,7,31828.0,4546.857142857143,2973.1428571428573,7749.0,,ar,2023-09-16,4.107368692734546,228,False,False,False,False
user_1nt0zhsu,4,7270.0,1817.5,379.6666666666667,45771.0,Canada,ru,2023-10-24,0.15883419632518406,190,False,False,False,True
user_1ol09hyk,7,30417.0,4345.285714285715,2938.714285714286,42907.0,Australia,ru,2023-10-11,0.708905306826392,203,False,False,False,False
user_1q9s4tw9,5,15113.0,3022.6,2014.75,29011.0,Germany,ja,2023-02-18,0.5209403329771466,438,False,False,False,True
user_1qiu13dr,8,30547.0,3818.375,3001.5714285714284,32906.0,Italy,fr,2023-05-14,0.928310946331976,353,False,False,False,False
user_1qpr9tga,7,34757.0,4965.285714285715,4015.8333333333335,31853.0,UAE,pt,2023-06-03,1.0911688067058047,333,False,False,False,False
user_1r0kftmv,8,25813.0,3226.625,3010.6,5380.0,United States,ru,2023-06-11,4.797955390334573,325,False,False,False,False
user_1rcpzj4g,8,15899.0,1987.375,2226.0,40768.0,Japan,ar,2023-02-03,0.38998724489795916,453,False,False,False,False
user_1s351pwn,8,21563.0,2695.375,2184.1428571428573,13971.0,Mexico,es,2023-04-15,1.5434113520864647,382,False,False,False,False
user_1tqy94o2,4,12978.0,3244.5,1415.0,28391.0,France,hi,2023-04-25,0.4571166919094079,372,False,False,False,True
user_1tx7gaza,4,8857.0,2214.25,1337.3333333333333,41034.0,Canada,ru,2023-01-02,0.21584539650046303,485,False,False,False,True
user_1txxsoau,6,21793.0,3632.1666666666665,2473.4,17465.0,UAE,ru,2023-05-01,1.2478099055253364,366,False,False,False,False
user_1uapaxtp,9,25083.0,2787.0,1509.142857142857,36015.0,Egypt,de,2023-10-16,0.6964598084131611,198,False,False,False,False
user_1ufvqzqz,5,19882.0,3976.4,2427.6,40348.0,United Kingdom,ru,2023-06-12,0.4927629622286111,324,False,False,False,False
user_1ug2c6v8,10,33480.0,3348.0,2593.125,30337.0,India,hi,2023-12-12,1.1036028611926032,141,False,True,False,False
user_1xh81tt1,4,11825.0,2956.25,1619.75,12104.0,Brazil,en,2023-10-25,0.9769497686715135,189,False,False,False,True
user_1ywmiv7e,8,30162.0,3770.25,2746.285714285714,41615.0,United Kingdom,de,2023-12-15,0.7247867355520846,138,False,False,False,False
user_20v16n7o,4,13398.0,3349.5,2552.6666666666665,35772.0,Japan,es,2023-06-23,0.37453874538745385,313,False,False,False,True
user_217ifsky,3,11405.0,3801.6666666666665,2513.3333333333335,45783.0,UAE,ja,2023-11-21,0.24910993163401263,162,False,False,False,False
user_21t39k1j,10,26232.0,2623.2,2249.2,41573.0,France,en,2023-11-13,0.6309864575565872,170,False,True,False,False
user_21xbx95a,6,11166.0,1861.0,1468.5,37334.0,UAE,es,2023-01-28,0.2990839449295548,459,False,False,False,True
user_22etnc8h,10,26074.0,2607.4,1639.625,41143.0,Germany,de,2023-02-10,0.6337408550664755,446,False,True,False,False
user_2413uvvt,8,29165.0,3645.625,2923.0,18809.0,,es,2023-05-25,1.5505874847147643,342,False,False,False,False
user_248wgev4,6,23967.0,3994.5,2185.0,9888.0,Japan,zh,2023-03-16,2.4238470873786406,412,False,False,False,False
user_24wzfb8b,14,53039.0,3788.5,2381.3333333333335,38633.0,Spain,zh,2023-02-27,1.3728936401522014,429,False,False,False,False
user_2515g13o,6,22002.0,3667.0,2640.5,25991.0,Australia,fr,2023-12-05,0.8465237966988572,148,False,False,False,False
user_261d32en,5,26413.0,5282.6,3501.6,12160.0,South Korea,es,2023-01-15,2.1721217105263158,472,False,False,True,False
user_26vqb3hm,5,18803.0,3760.6,2423.4,8736.0,Germany,en,2023-11-10,2.1523580586080584,173,False,False,False,False
user_27aje6ur,8,15748.0,1968.5,785.6666666666666,15671.0,Germany,hi,2023-08-08,1.0049135345542721,267,False,False,False,False
user_27gl0vx8,5,14147.0,2829.4,2415.3333333333335,39885.0,China,zh,2023-12-19,0.3546947473987715,134,False,False,False,True
user_282w0ezf,4,13388.0,3347.0,1631.0,34203.0,Germany,fr,2023-10-18,0.39142765254509837,196,False,False,False,True
user_29wn0kte,3,9723.0,3241.0,1398.0,24106.0,China,es,2023-05-07,0.40334356591719905,360,False,False,False,True
user_2a5282v7,8,32703.0,4087.875,3009.1428571428573,18564.0,Canada,hi,2023-10-13,1.7616354234001292,201,False,False,False,False
user_2a9bu71t,3,5141.0,1713.6666666666667,504.5,20046.0,United States,fr,2023-08-15,0.25646014167414943,260,False,False,False,True
user_2bd09win,10,36953.0,3695.3,2584.25,11965.0,Italy,en,2023-08-10,3.088424571667363,265,False,False,False,False
user_2bqhmzq3,9,32518.0,3613.1111111111113,2367.125,30207.0,Italy,pt,2023-10-08,1.0765054457576058,206,False,False,False,False
user_2c5wzose,2,13091.0,6545.5,4492.0,28647.0,Nigeria,zh,2023-07-21,0.45697629769260306,285,False,False,True,False
user_2cw1ku4n,6,23937.0,3989.5,2910.2,21168.0,Japan,fr,2023-09-03,1.130810657596372,241,False,False,False,False
user_2ecys8dy,8,20407.0,2550.875,1754.6666666666667,34991.0,,ru,2023-08-30,0.5832071103998171,245,False,False,False,False
user_2ezvg796,7,20524.0,2932.0,1861.1666666666667,34913.0,India,ja,2023-09-15,0.5878612551198694,229,False,False,False,True
user_2f0wwm7k,6,17418.0,2903.0,2260.25,38582.0,Brazil,ja,2023-02-20,0.451454045928153,436,False,False,False,True
user_2kmgah02,10,33953.0,3395.3,2448.1111111111113,49291.0,United States,en,2023-04-15,0.6888275750136942,382,False,True,False,False
user_2kpx7bq7,6,20547.0,3424.5,2575.2,1954.0,United Kingdom,zh,2023-08-02,10.515353121801432,273,False,False,False,True
user_2lslaaod,9,38556.0,4284.0,3763.8333333333335,7105.0,France,pt,2023-07-10,5.4266009852216746,296,False,False,False,False
user_2pjp6tpj,2,6584.0,3292.0,2424.0,44592.0,Brazil,de,2023-03-30,0.1476498026551848,398,False,False,False,True
user_2rs485d7,7,28574.0,4082.0,2931.0,37090.0,Australia,hi,2023-07-15,0.7703963332434618,291,False,False,False,False
user_2s55cc9o,8,35167.0,4395.875,2908.375,33673.0,Australia,ja,2023-01-15,1.0443678911887864,472,False,False,False,False
user_2suxlz6r,8,32832.0,4104.0,2803.75,24550.0,Canada,de,2023-06-26,1.3373523421588596,310,False,False,False,False
user_2sz5870k,9,42468.0,4718.666666666667,3777.375,22469.0,France,ar,2023-08-14,1.8900707641639591,261,False,False,False,False
user_2tbdto09,2,12001.0,6000.5,3554.0,15224.0,Australia,es,2023-01-17,0.7882947976878613,470,False,False,True,False
user_2te8mebn,6,20278.0,3379.6666666666665,2452.0,8398.0,France,fr,2023-09-07,2.414622529173613,237,False,False,False,True
user_2u0k09bc,7,35055.0,5007.857142857143,3334.4285714285716,11290.0,Egypt,zh,2023-05-25,3.104960141718335,342,False,False,False,False
user_2wy1g2f0,6,31785.0,5297.5,3455.8333333333335,5197.0,United Kingdom,en,2023-02-19,6.116028477968059,437,False,False,False,False
user_2y7586xm,8,30102.0,3762.75,2604.0,19874.0,United States,hi,2023-04-02,1.5146422461507498,395,False,False,False,False
user_2ytzut7i,12,52863.0,4405.25,2975.909090909091,17064.0,India,fr,2023-12-03,3.097925457102672,150,True,False,False,False
user_30jx467t,3,8033.0,2677.6666666666665,1576.0,26128.0,Brazil,zh,2023-03-16,0.30744794856093083,412,False,False,False,True
user_31qdm3s9,10,44199.0,4419.9,2677.5555555555557,33635.0,Brazil,pt,2023-12-06,1.3140775977404489,147,True,False,False,False
user_32g9y8pw,8,33512.0,4189.0,2934.714285714286,1876.0,China,ja,2023-08-18,17.863539445628998,257,False,False,False,False
user_3318o2cp,3,15558.0,5186.0,3212.3333333333335,2374.0,Egypt,zh,2023-07-01,6.553496208930076,305,False,False,True,False
user_34epscp1,5,20639.0,4127.8,2288.6,8767.0,Mexico,zh,2023-05-03,2.3541690430021673,364,False,False,True,False
user_34h6otv1,6,24130.0,4021.6666666666665,2949.6666666666665,825.0,India,hi,2023-09-01,29.24848484848485,243,False,False,False,False
user_34p96r93,8,18464.0,2308.0,1452.0,40540.0,Japan,ru,2023-03-22,0.4554514060187469,406,False,False,False,False
user_35tibb0k,9,25019.0,2779.8888888888887,1715.142857142857,24318.0,China,hi,2023-05-28,1.0288263837486635,339,False,False,False,False
user_36v8f0yz,11,41455.0,3768.6363636363635,2187.909090909091,11654.0,Mexico,zh,2023-04-26,3.5571477604256048,371,False,False,False,False
user_37dj1hp7,9,37651.0,4183.444444444444,2597.777777777778,28253.0,UAE,fr,2023-08-11,1.3326372420627899,264,False,False,False,False
user_37efz59m,7,22677.0,3239.5714285714284,3042.5,43780.0,,pt,2023-09-02,0.517976244860667,242,False,False,False,True
user_38xako3d,4,17219.0,4304.75,2257.25,26614.0,South Africa,en,2023-05-20,0.6469903058540618,347,False,False,True,False
user_3bumtqzs,9,36390.0,4043.3333333333335,2984.625,23677.0,Germany,ar,2023-06-18,1.536934577860371,318,False,False,False,False
user_3cp9v5hy,8,27482.0,3435.25,2445.4285714285716,11273.0,South Africa,de,2023-05-26,2.437860374345782,341,False,False,False,False
user_3dxz5ulg,11,38801.0,3527.3636363636365,2181.5,24698.0,Germany,pt,2023-10-07,1.571017896185926,207,False,True,False,False
user_3e6vbpgy,11,35652.0,3241.090909090909,2559.8571428571427,25969.0,India,ar,2023-02-26,1.3728676498902537,430,False,True,False,False
user_3ec3xlij,6,20501.0,3416.8333333333335,2834.25,42106.0,India,ar,2023-10-20,0.48689022942098514,194,False,False,False,True
user_3fjv1ho7,3,7308.0,2436.0,2338.0,23418.0,Brazil,ru,2023-09-17,0.31206764027671025,227,False,False,False,True
user_3g7d4564,3,11282.0,3760.6666666666665,2393.6666666666665,36459.0,South Africa,pt,2023-12-27,0.30944348446199843,126,False,False,False,False
user_3j8m535e,10,37826.0,3782.6,2985.4285714285716,24336.0,Japan,ar,2023-06-28,1.5543228139381986,308,False,False,False,False
user_3jedn9am,9,31936.0,3548.4444444444443,2746.5714285714284,29196.0,China,pt,2023-01-21,1.0938484723934785,466,False,False,False,False
user_3jxx3h3w,13,50768.0,3905.230769230769,2633.8333333333335,35570.0,United Kingdom,ru,2023-10-28,1.427270171492831,186,False,False,False,False
user_3k0yqpvo,4,12092.0,3023.0,2667.0,247.0,Japan,es,2023-12-14,48.955465587044536,139,False,False,False,True
user_3l8kzask,9,23570.0,2618.8888888888887,1323.4285714285713,11009.0,South Korea,es,2023-09-10,2.140975565446453,234,False,False,False,False
user_3m0fddpp,8,33829.0,4228.625,2868.5,327.0,Canada,fr,2023-03-01,103.4525993883792,427,False,False,False,False
user_3nei5tio,6,16696.0,2782.6666666666665,2310.75,27945.0,Italy,ja,2023-06-06,0.5974592950438361,330,False,False,False,True
user_3o7w66o2,7,22264.0,3180.5714285714284,3124.75,49944.0,Germany,ja,2023-11-28,0.44577927278551976,155,False,False,False,True
user_3obvzmc6,2,9744.0,4872.0,3901.5,40810.0,South Africa,es,2023-05-02,0.23876500857632932,365,False,False,True,False
user_3pd2fily,6,23115.0,3852.5,2753.6,3536.0,Italy,pt,2023-04-22,6.537047511312217,375,False,False,False,False
user_3rnkw0w0,6,18131.0,3021.8333333333335,2141.4,16930.0,United Kingdom,en,2023-08-30,1.070939161252215,245,False,False,False,True
user_3u7xgcuc,5,23659.0,4731.8,3137.6,11332.0,Italy,fr,2023-10-06,2.0878044475820685,208,False,False,True,False
user_3uo85im0,7,27158.0,3879.714285714286,2383.5714285714284,36466.0,United States,hi,2023-04-12,0.7447485328799429,385,False,False,False,False
user_3v5bmc1w,8,26368.0,3296.0,1674.625,45585.0,South Africa,ar,2023-11-22,0.5784358889985741,161,False,False,False,False
user_3wi6ruy5,7,18091.0,2584.4285714285716,1453.5,28743.0,South Korea,zh,2023-09-29,0.6294054204501965,215,False,False,False,True
user_3xgp44s2,10,35405.0,3540.5,1937.2,11935.0,China,es,2023-09-19,2.9664851277754503,225,False,True,False,False
user_3y9hmsqu,10,30739.0,3073.9,2087.625,4352.0,Nigeria,fr,2023-05-28,7.063189338235294,339,False,True,False,False
user_3ycqpch5,7,27581.0,3940.1428571428573,2467.1428571428573,14024.0,United States,ru,2023-07-06,1.9666999429549343,300,False,False,False,False
user_3yu3mkxs,4,11966.0,2991.5,1720.6666666666667,7564.0,Japan,pt,2023-07-19,1.5819672131147542,287,False,False,False,True
user_3zzvv8vp,12,55195.0,4599.583333333333,3276.25,42908.0,United States,ru,2023-05-23,1.2863568565302508,344,True,False,False,False
user_40dkmjju,3,11880.0,3960.0,2403.6666666666665,24631.0,India,ru,2023-09-15,0.4823190288660631,229,False,False,False,False
user_42iz424k,9,32990.0,3665.5555555555557,2737.625,15154.0,Brazil,hi,2023-08-30,2.176982974792134,245,False,False,False,False
user_44c2rr04,5,11265.0,2253.0,1303.6666666666667,33035.0,India,ar,2023-10-26,0.3410019676101105,188,False,False,False,True
user_44damk88,2,6582.0,3291.0,2307.0,16377.0,,zh,2023-09-14,0.40190511082615865,230,False,False,False,True
user_44de7ixg,8,25417.0,3177.125,2289.5714285714284,41901.0,United States,hi,2023-03-13,0.6065965012768192,415,False,False,False,False
user_44h4xl31,8,36331.0,4541.375,2818.625,48691.0,United States,ru,2023-11-12,0.7461543201002239,171,False,False,False,False
user_45oah4w1,2,5464.0,2732.0,930.0,43306.0,Japan,hi,2023-09-25,0.12617189304022539,219,False,False,False,True
user_45yefmlp,10,39660.0,3966.0,3141.125,37589.0,France,en,2023-10-22,1.055095905717098,192,False,False,False,False
user_46nz84dw,7,27962.0,3994.5714285714284,2726.8571428571427,15483.0,Spain,ja,2023-09-28,1.8059807530840277,216,False,False,False,False
user_47o2zlmp,5,10954.0,2190.8,1759.6666666666667,9632.0,Japan,pt,2023-10-22,1.1372508305647842,192,False,False,False,True
user_488o0j8b,6,23079.0,3846.5,2312.8,33551.0,Australia,en,2023-07-06,0.687878155643647,300,False,False,False,False
user_498vaurf,5,18002.0,3600.4,2686.6666666666665,39939.0,UAE,zh,2023-02-24,0.45073737449610657,432,False,False,False,True
user_49claaw8,8,35775.0,4471.875,3277.5714285714284,36636.0,Italy,de,2023-10-22,0.9764985260399607,192,False,False,False,False
user_49plobvw,11,37044.0,3367.6363636363635,1851.0,8470.0,China,es,2023-04-06,4.373553719008265,391,False,True,False,False
user_4a0layyx,8,23596.0,2949.5,2103.6666666666665,39364.0,South Africa,zh,2023-04-04,0.5994309521390102,393,False,False,False,False
user_4aitv3ib,5,23876.0,4775.2,3241.4,47961.0,Brazil,ja,2023-06-25,0.49782114634807445,311,False,False,True,False
user_4ald4jkl,5,14026.0,2805.2,1439.4,45703.0,China,pt,2023-06-27,0.30689451458328776,309,False,False,False,True
user_4bgfq7v1,10,30124.0,3012.4,1982.0,22396.0,Italy,ar,2023-03-17,1.3450616181460975,411,False,True,False,False
user_4f8e57uf,4,12496.0,3124.0,1864.3333333333333,38172.0,France,de,2023-07-28,0.3273603688567536,278,False,False,False,True
user_4f8xfwc5,6,19604.0,3267.3333333333335,1945.2,14834.0,China,ja,2023-03-23,1.3215585816367803,405,False,False,False,True
user_4glw6rrj,7,22694.0,3242.0,2480.2,6004.0,Mexico,ar,2023-11-17,3.77981345769487,166,False,False,False,True
user_4h2i9jla,6,24943.0,4157.166666666667,2675.8,37825.0,United States,pt,2023-12-10,0.6594315928618638,143,False,False,False,False
user_4h468qeh,6,26442.0,4407.0,2748.3333333333335,31209.0,Germany,ru,2023-09-25,0.8472555993463424,219,False,False,False,False
user_4i8oqswh,12,41452.0,3454.3333333333335,2071.2727272727275,8760.0,India,fr,2023-05-09,4.731963470319634,358,False,True,False,False
user_4irinnz8,6,25786.0,4297.666666666667,2539.3333333333335,38751.0,United States,ru,2023-06-02,0.6654279889551238,334,False,False,False,False
user_4jixdawy,7,23300.0,3328.5714285714284,2339.1666666666665,3507.0,Spain,pt,2023-01-01,6.643855146849159,486,False,False,False,True
user_4k5n0jkk,7,31329.0,4475.571428571428,2838.5,9309.0,Germany,pt,2023-11-17,3.365452787624879,166,False,False,False,False
user_4kq6t8bb,6,18071.0,3011.8333333333335,2099.0,38929.0,South Korea,en,2023-05-08,0.46420406380847185,359,False,False,False,True
user_4mf7je2u,5,12016.0,2403.2,1571.0,36544.0,South Korea,es,2023-12-29,0.3288091068301226,124,False,False,False,True
user_4mu1c80o,6,26798.0,4466.333333333333,2409.0,11711.0,United States,fr,2023-05-13,2.2882759798480063,354,False,False,False,False
user_4ne7qun0,5,16713.0,3342.6,2738.0,48020.0,Italy,pt,2023-04-09,0.34804248229904206,388,False,False,False,True
user_4o1z3322,2,6646.0,3323.0,3111.0,48982.0,Japan,ar,2023-08-22,0.13568249561063248,253,False,False,False,True
user_4ofue7ij,5,20732.0,4146.4,3233.0,25917.0,Canada,hi,2023-04-01,0.7999382644596211,396,False,False,True,False
user_4ol58cyf,5,20210.0,4042.0,2548.5,22618.0,France,fr,2023-12-24,0.8935361216730038,129,False,False,False,False
user_4oo5d5h3,8,31549.0,3943.625,2574.285714285714,13017.0,Brazil,ja,2023-04-14,2.423676730429438,383,False,False,False,False
user_4osioctr,2,7485.0,3742.5,4229.0,4284.0,Spain,ja,2023-05-27,1.7471988795518207,340,False,False,False,False
user_4si1kva2,5,19090.0,3818.0,3361.25,48682.0,South Africa,ar,2023-10-08,0.3921367240458486,206,False,False,False,False
user_4snqim59,8,26774.0,3346.75,2274.8571428571427,20152.0,France,pt,2023-07-03,1.3286026200873362,303,False,False,False,False
user_4tziovr6,4,18600.0,4650.0,3975.3333333333335,7972.0,Brazil,zh,2023-01-27,2.333166081284496,460,False,False,True,False
user_4vtz5fph,5,16467.0,3293.4,1920.6,4310.0,Germany,de,2023-05-22,3.8206496519721576,345,False,False,False,True
user_4wra4ou1,7,26901.0,3843.0,2635.5,6822.0,Egypt,es,2023-10-29,3.9432717678100264,185,False,False,False,False
user_4wv36fuu,9,36136.0,4015.1111111111113,2689.5,23582.0,Japan,fr,2023-03-31,1.5323551861589348,397,False,False,False,False
user_4wxjuaif,7,23033.0,3290.4285714285716,2263.0,39522.0,United States,en,2023-12-27,0.5827893325236577,126,False,False,False,True
user_4xle01hd,6,25415.0,4235.833333333333,2748.1666666666665,9516.0,France,ar,2023-05-05,2.670765027322404,362,False,False,False,False
user_4y5xrp4d,7,28563.0,4080.4285714285716,2026.7142857142858,18904.0,Brazil,ar,2023-07-02,1.5109500634786288,304,False,False,False,False
user_4zp9ao9r,7,25039.0,3577.0,1827.2857142857142,11678.0,Germany,de,2023-05-25,2.1441171433464636,342,False,False,False,True
user_51vr42t3,10,33320.0,3332.0,2301.714285714286,26761.0,Japan,ja,2023-08-04,1.2450954747580434,271,False,True,False,False
user_52k9e623,2,4456.0,2228.0,1400.0,23441.0,Italy,ja,2023-05-23,0.19009427925429803,344,False,False,False,True
user_52mjcujd,6,27244.0,4540.666666666667,2860.6666666666665,20543.0,United States,en,2023-12-25,1.3261938373168476,128,False,False,False,False
user_52nwb0a6,9,32258.0,3584.222222222222,2900.4285714285716,17113.0,Australia,pt,2023-10-31,1.884999707824461,183,False,False,False,False
